S1533010.022884
Kangaroa 30/03/2015 10:02:28 30/03/2015 10:02:28 0560 0176.5 0038.5 -1.20 0.00 22.0 1013.0
-2.5 -2.5 00.0  00.0 -2.6 00.2  00.0
0000020 0020 0000000 0000 02
1 0 1 16340 1 0780 7.50 00355.o 0 0 00 000 12 000020 0.500 BT0
1 1 1 16340 1 0750 7.50 00355.p 0 0 00 000 00 000020 4.3651 BC0
355.000 .o analog 0 	355.000 .p photon 0 
  4.2664	 31.0000
  4.2786	 26.0000
  4.2847	 29.0000
  4.2664	 57.0000
  4.2847	 98.0000
  4.2725	119.0000
  4.3762	140.0000
  4.9011	126.0000
  4.7119	137.0000
  4.7791	134.0000
  4.7913	141.0000
  5.0537	137.0000
  7.1045	139.0000
 12.7380	141.0000
 21.7102	140.0000
 32.0312	149.0000
 43.0969	144.0000
 51.5137	149.0000
 58.0200	135.0000
 60.6018	138.0000
 62.7625	146.0000
 64.6606	141.0000
 66.3940	145.0000
 67.3523	137.0000
 67.5232	141.0000
 67.3584	130.0000
 66.4978	133.0000
 62.7319	148.0000
 61.5601	139.0000
 59.0210	131.0000
 56.2561	139.0000
 52.9785	137.0000
 49.8779	133.0000
 47.1619	131.0000
 44.5007	130.0000
 41.2720	134.0000
 39.4958	131.0000
 36.7981	129.0000
 34.7290	123.0000
 33.2764	132.0000
 31.2134	132.0000
 29.5776	132.0000
 28.5461	133.0000
 27.6001	129.0000
 26.5198	124.0000
 24.7620	122.0000
 23.7732	128.0000
 23.1384	131.0000
 22.1069	135.0000
 21.3196	117.0000
 20.7458	120.0000
 19.7449	120.0000
 18.8843	133.0000
 18.6218	130.0000
 17.5110	129.0000
 16.7236	119.0000
 16.4795	118.0000
 16.2292	123.0000
 15.1978	114.0000
 15.1611	113.0000
 14.7095	130.0000
 14.2822	124.0000
 13.7573	108.0000
 13.4216	122.0000
 13.2751	114.0000
 12.8784	103.0000
 12.9456	102.0000
 11.9934	117.0000
 12.1887	127.0000
 12.0178	102.0000
 11.9202	113.0000
 11.4319	108.0000
 10.9070	116.0000
 10.5835	103.0000
 10.8154	104.0000
 10.2905	100.0000
 10.5713	104.0000
  9.9548	107.0000
 10.2356	102.0000
  9.9365	 98.0000
  9.7900	 90.0000
  9.6008	110.0000
  9.3262	 94.0000
  9.1309	 96.0000
  8.9233	 96.0000
  8.8440	102.0000
  8.6670	 96.0000
  8.5876	 94.0000
  8.3435	 90.0000
  8.4839	 91.0000
  8.3313	 87.0000
  8.1726	 92.0000
  8.3008	 89.0000
  8.3130	 87.0000
  8.0627	 94.0000
  7.8979	 94.0000
  7.8125	 85.0000
  7.6111	 81.0000
  7.6111	 91.0000
  7.5623	 86.0000
  7.7393	 81.0000
  7.5012	 76.0000
  7.4768	 83.0000
  7.3792	 74.0000
  7.4158	 73.0000
  7.1167	 82.0000
  7.1106	 85.0000
  7.1533	 76.0000
  6.8848	 77.0000
  6.8359	 71.0000
  6.6956	 73.0000
  6.7932	 68.0000
  7.0251	 77.0000
  6.8481	 73.0000
  6.6833	 79.0000
  6.5857	 70.0000
  6.3538	 78.0000
  6.5491	 73.0000
  6.4453	 78.0000
  6.2195	 80.0000
  6.2927	 72.0000
  6.5918	 71.0000
  6.4392	 71.0000
  6.3354	 70.0000
  6.4270	 73.0000
  6.2927	 70.0000
  6.1401	 82.0000
  6.3354	 64.0000
  6.2561	 71.0000
  6.1951	 68.0000
  6.1462	 59.0000
  6.2805	 51.0000
  6.1646	 52.0000
  5.9875	 60.0000
  6.1218	 57.0000
  5.9875	 64.0000
  5.7861	 56.0000
  5.9021	 56.0000
  5.7312	 58.0000
  5.7739	 51.0000
  5.6335	 55.0000
  5.7251	 57.0000
  5.6519	 58.0000
  5.7373	 66.0000
  5.8167	 55.0000
  5.7190	 51.0000
  5.7617	 51.0000
  5.5969	 48.0000
  5.5664	 49.0000
  5.6213	 56.0000
  5.6763	 43.0000
  5.7312	 47.0000
  5.5115	 57.0000
  5.5054	 42.0000
  5.5908	 49.0000
  5.4810	 54.0000
  5.3162	 41.0000
  5.5359	 64.0000
  5.4260	 58.0000
  5.3711	 51.0000
  5.4504	 56.0000
  5.4993	 47.0000
  5.4138	 44.0000
  5.5542	 54.0000
  5.4810	 50.0000
  5.3406	 54.0000
  5.6152	 49.0000
  5.4504	 53.0000
  5.5542	 53.0000
  5.3772	 41.0000
  5.3955	 54.0000
  5.3955	 41.0000
  5.3955	 43.0000
  5.3650	 43.0000
  5.4077	 42.0000
  5.2917	 43.0000
  5.2612	 38.0000
  5.2612	 43.0000
  5.3223	 54.0000
  5.2368	 38.0000
  5.1880	 44.0000
  5.2917	 34.0000
  5.1453	 42.0000
  5.2246	 43.0000
  5.1392	 46.0000
  5.1270	 40.0000
  5.2856	 34.0000
  5.2124	 41.0000
  5.2246	 46.0000
  5.1514	 42.0000
  5.1270	 44.0000
  5.2368	 51.0000
  5.1697	 33.0000
  5.2002	 43.0000
  5.1147	 41.0000
  5.1025	 41.0000
  5.2429	 37.0000
  5.2551	 34.0000
  5.1697	 46.0000
  5.2002	 44.0000
  5.1697	 42.0000
  5.0720	 37.0000
  5.1270	 39.0000
  5.1025	 33.0000
  5.0903	 42.0000
  4.9988	 38.0000
  5.0903	 40.0000
  5.1758	 33.0000
  5.1392	 38.0000
  5.0232	 28.0000
  5.0781	 32.0000
  5.1758	 29.0000
  5.0537	 30.0000
  5.1514	 37.0000
  4.9866	 36.0000
  5.0903	 43.0000
  4.9744	 30.0000
  5.0476	 27.0000
  4.9011	 31.0000
  4.8767	 31.0000
  4.9805	 36.0000
  4.9561	 29.0000
  4.9377	 28.0000
  4.9683	 33.0000
  5.0415	 26.0000
  4.8950	 28.0000
  4.8950	 27.0000
  4.9072	 26.0000
  4.8950	 19.0000
  4.8584	 26.0000
  4.7913	 29.0000
  4.8767	 31.0000
  4.7363	 28.0000
  4.7791	 32.0000
  4.8767	 20.0000
  4.7974	 24.0000
  4.7119	 17.0000
  4.8157	 22.0000
  4.8340	 31.0000
  4.8828	 20.0000
  4.8767	 20.0000
  4.7974	 27.0000
  4.8096	 24.0000
  4.7791	 32.0000
  4.7607	 26.0000
  4.7729	 26.0000
  4.7668	 26.0000
  4.8035	 25.0000
  4.7058	 24.0000
  4.8035	 27.0000
  4.7363	 25.0000
  4.7363	 21.0000
  4.7180	 18.0000
  4.8340	 20.0000
  4.7668	 22.0000
  4.7668	 27.0000
  4.7913	 24.0000
  4.7607	 18.0000
  4.8035	 24.0000
  4.6692	 18.0000
  4.7119	 13.0000
  4.6448	 24.0000
  4.6387	 22.0000
  4.7607	 16.0000
  4.6814	 15.0000
  4.6997	 13.0000
  4.5898	 22.0000
  4.6387	 21.0000
  4.6448	 18.0000
  4.6753	 21.0000
  4.6692	 19.0000
  4.7058	 17.0000
  4.6204	 22.0000
  4.6021	 27.0000
  4.6265	 25.0000
  4.6936	 27.0000
  4.6326	 25.0000
  4.6326	 20.0000
  4.6326	 31.0000
  4.6326	 18.0000
  4.6936	 20.0000
  4.7974	 22.0000
  4.8340	 24.0000
  4.7424	 24.0000
  4.6875	 19.0000
  4.7668	 21.0000
  4.7485	 19.0000
  4.7302	 28.0000
  4.6570	 21.0000
  4.7607	 22.0000
  4.7485	 21.0000
  4.7058	 16.0000
  4.5776	 13.0000
  4.7424	 23.0000
  4.7302	 14.0000
  4.7119	 21.0000
  4.7241	 18.0000
  4.6753	 20.0000
  4.6448	 17.0000
  4.6814	 18.0000
  4.5776	 22.0000
  4.6021	 21.0000
  4.7058	 22.0000
  4.6204	 16.0000
  4.7058	 16.0000
  4.6448	 19.0000
  4.6082	 19.0000
  4.6448	 11.0000
  4.6692	 19.0000
  4.6753	 14.0000
  4.6631	 18.0000
  4.6692	 15.0000
  4.5593	 20.0000
  4.5410	 18.0000
  4.6387	 18.0000
  4.6509	 21.0000
  4.6082	 22.0000
  4.5471	 11.0000
  4.5776	 15.0000
  4.5349	 21.0000
  4.5898	 16.0000
  4.6021	 14.0000
  4.5776	 18.0000
  4.5776	 18.0000
  4.6265	 16.0000
  4.5471	 14.0000
  4.5044	 15.0000
  4.6509	 18.0000
  4.6143	 13.0000
  4.5654	 15.0000
  4.5837	 15.0000
  4.6082	 17.0000
  4.5898	 16.0000
  4.5715	 10.0000
  4.5593	 20.0000
  4.5898	 13.0000
  4.5959	 10.0000
  4.5471	  9.0000
  4.5654	 16.0000
  4.5837	 15.0000
  4.5593	 16.0000
  4.5288	 14.0000
  4.6204	 14.0000
  4.5410	 13.0000
  4.5410	 12.0000
  4.4922	  7.0000
  4.5837	  9.0000
  4.5715	 13.0000
  4.4922	 12.0000
  4.5288	 13.0000
  4.5593	  9.0000
  4.4983	 17.0000
  4.4678	 10.0000
  4.4617	 10.0000
  4.4556	 15.0000
  4.4983	 11.0000
  4.4861	 13.0000
  4.5227	  7.0000
  4.5105	 14.0000
  4.5227	 11.0000
