S1533010.020958
Kangaroa 30/03/2015 10:02:08 30/03/2015 10:02:09 0560 0176.5 0038.5 -0.40 0.00 22.0 1013.0
-2.5 -2.5 00.0  00.0 -2.6 00.2  00.0
0000020 0020 0000000 0000 02
1 0 1 16340 1 0780 7.50 00355.o 0 0 00 000 12 000020 0.500 BT0
1 1 1 16340 1 0750 7.50 00355.p 0 0 00 000 00 000020 4.3651 BC0
355.000 .o analog 0 	355.000 .p photon 0 
  4.4617	 21.0000
  4.4556	 25.0000
  4.4556	 32.0000
  4.4678	 55.0000
  4.4800	111.0000
  4.4495	140.0000
  4.5166	140.0000
  5.1208	143.0000
  4.9255	148.0000
  4.8828	146.0000
  5.1147	148.0000
  5.3284	148.0000
  7.4036	146.0000
 13.4888	148.0000
 23.2422	143.0000
 33.6731	152.0000
 44.4031	146.0000
 53.6499	147.0000
 60.9802	152.0000
 64.5508	144.0000
 65.6677	137.0000
 67.9260	147.0000
 69.0796	146.0000
 69.8853	145.0000
 71.0205	135.0000
 71.8079	150.0000
 69.4458	141.0000
 67.6880	144.0000
 64.1418	151.0000
 61.0291	145.0000
 58.1055	144.0000
 55.9998	146.0000
 52.2644	145.0000
 49.6460	143.0000
 46.4722	131.0000
 42.8955	134.0000
 40.8081	136.0000
 38.3423	142.0000
 36.1267	140.0000
 33.3923	132.0000
 32.9285	133.0000
 30.7556	139.0000
 29.5166	142.0000
 28.3142	142.0000
 27.4902	138.0000
 25.9521	133.0000
 24.3591	133.0000
 23.8037	129.0000
 22.8516	140.0000
 22.3450	133.0000
 20.7153	131.0000
 20.2759	123.0000
 19.8181	128.0000
 18.9331	131.0000
 18.2129	128.0000
 17.5964	127.0000
 17.1204	125.0000
 16.7908	127.0000
 16.7542	118.0000
 15.5518	124.0000
 15.3503	122.0000
 15.0330	125.0000
 14.1174	123.0000
 14.1785	126.0000
 13.4277	115.0000
 13.4827	119.0000
 13.4216	131.0000
 13.0066	120.0000
 12.4756	117.0000
 12.2803	122.0000
 11.9629	115.0000
 11.7981	118.0000
 11.4075	116.0000
 11.5417	119.0000
 11.3403	114.0000
 11.0535	103.0000
 10.5408	111.0000
 10.4370	114.0000
 10.3394	109.0000
 10.0769	101.0000
 10.0220	113.0000
  9.8755	113.0000
  9.6680	101.0000
  9.6802	 93.0000
  9.6558	100.0000
  9.2834	 94.0000
  9.0271	 99.0000
  9.3628	 98.0000
  9.2590	 96.0000
  9.0027	 97.0000
  8.7646	 95.0000
  8.4045	109.0000
  8.3618	 93.0000
  8.3496	 94.0000
  8.0139	102.0000
  8.1421	 86.0000
  8.1726	 98.0000
  7.9163	 94.0000
  8.1116	 99.0000
  8.1543	 82.0000
  7.9895	 84.0000
  7.7454	 92.0000
