S1533010.024418
Kangaroa 30/03/2015 10:02:43 30/03/2015 10:02:44 0560 0176.5 0038.5 -1.80 0.00 22.0 1013.0
-2.5 -2.5 00.0  00.0 -2.6 00.2  00.0
0000020 0020 0000000 0000 02
1 0 1 16340 1 0780 7.50 00355.o 0 0 00 000 12 000020 0.500 BT0
1 1 1 16340 1 0750 7.50 00355.p 0 0 00 000 00 000020 4.3651 BC0
355.000 .o analog 0 	355.000 .p photon 0 
  4.2603	 18.0000
  4.2603	 20.0000
  4.2786	 35.0000
  4.2908	 48.0000
  4.2297	102.0000
  4.3091	134.0000
  4.3152	132.0000
  4.8279	145.0000
  4.6204	131.0000
  4.5715	138.0000
  4.7974	138.0000
  5.1025	144.0000
  6.9092	149.0000
 12.0728	139.0000
 20.5994	143.0000
 30.6885	138.0000
 40.9424	142.0000
 49.4507	144.0000
 54.7485	133.0000
 58.4412	136.0000
 59.7656	135.0000
 61.3708	143.0000
 62.1460	135.0000
 63.4827	138.0000
 63.9282	144.0000
 63.9771	138.0000
 62.8540	141.0000
 61.3281	132.0000
 59.0576	141.0000
 56.2317	132.0000
 53.9368	132.0000
 50.4333	132.0000
 47.1619	135.0000
 43.7622	139.0000
 42.3767	135.0000
 39.3677	128.0000
 37.9272	143.0000
 35.6689	132.0000
 32.9407	133.0000
 31.7078	129.0000
 29.9133	136.0000
 28.6438	131.0000
 27.5085	133.0000
 25.8911	130.0000
 24.2859	129.0000
 23.5962	130.0000
 23.2605	128.0000
 21.6370	133.0000
 20.8069	126.0000
 20.2820	117.0000
 19.3237	123.0000
 18.9270	125.0000
 18.2190	120.0000
 17.2180	128.0000
 16.7419	131.0000
 16.0156	117.0000
 16.2781	116.0000
 16.1438	120.0000
 14.9780	118.0000
 14.6118	122.0000
 14.0747	124.0000
 13.5803	118.0000
 13.5071	116.0000
 13.2812	113.0000
 12.6404	122.0000
 12.5549	110.0000
 12.3474	120.0000
 11.7187	114.0000
 11.6272	103.0000
 11.7432	110.0000
 11.4807	109.0000
 10.8765	104.0000
 10.4980	115.0000
 10.6262	113.0000
 10.6018	103.0000
 10.4919	100.0000
 10.0403	100.0000
  9.8938	105.0000
  9.8694	 95.0000
  9.7229	100.0000
  9.7046	 97.0000
  9.3506	 94.0000
  9.2163	 98.0000
  8.9233	102.0000
  8.6304	100.0000
  8.7646	101.0000
