S1533010.024928
Kangaroa 30/03/2015 10:02:48 30/03/2015 10:02:49 0560 0176.5 0038.5 -2.00 0.00 22.0 1013.0
-2.5 -2.5 00.0  00.0 -2.6 00.2  00.0
0000020 0020 0000000 0000 02
1 0 1 16340 1 0780 7.50 00355.o 0 0 00 000 12 000020 0.500 BT0
1 1 1 16340 1 0750 7.50 00355.p 0 0 00 000 00 000020 4.3651 BC0
355.000 .o analog 0 	355.000 .p photon 0 
  4.2725	 22.0000
  4.2664	 22.0000
  4.2908	 35.0000
  4.3091	 56.0000
  4.2114	116.0000
  4.2480	135.0000
  4.3396	141.0000
  4.9072	137.0000
  4.7729	130.0000
  4.6631	143.0000
  4.8218	146.0000
  5.2185	147.0000
  7.2266	142.0000
 12.9089	132.0000
 21.9971	147.0000
 32.7026	139.0000
 43.2312	133.0000
 51.7029	143.0000
 56.7871	132.0000
 60.2539	139.0000
 63.1592	132.0000
 64.7644	142.0000
 66.3269	132.0000
 66.8274	136.0000
 67.8223	140.0000
 67.1936	144.0000
 65.3809	136.0000
 64.5447	145.0000
 61.5601	132.0000
 58.8013	144.0000
 56.0974	146.0000
 52.3132	138.0000
 49.8840	129.0000
 46.4722	133.0000
 43.8110	126.0000
 41.3086	135.0000
 39.1296	133.0000
 36.7981	132.0000
 34.8755	131.0000
 33.3435	133.0000
 31.2317	127.0000
 29.5288	132.0000
 28.3997	135.0000
 27.0386	128.0000
 25.6775	132.0000
 24.8535	128.0000
 23.7061	131.0000
 22.6624	126.0000
 22.1802	131.0000
 21.1426	121.0000
 20.4407	127.0000
 19.5190	116.0000
 18.3105	124.0000
 18.2190	122.0000
 17.4561	123.0000
 17.2119	121.0000
 16.0034	110.0000
 16.3086	117.0000
 15.4724	119.0000
 15.1306	121.0000
 14.5142	115.0000
 14.0869	114.0000
 13.8550	119.0000
 13.5803	111.0000
 13.1409	116.0000
 13.2751	106.0000
 12.8601	 99.0000
 12.1460	111.0000
 12.2925	107.0000
 11.9446	118.0000
 11.5173	114.0000
 11.2183	107.0000
 10.9131	105.0000
 10.8337	105.0000
 10.7910	107.0000
 10.5835	103.0000
 10.1868	110.0000
  9.9365	105.0000
 10.0769	105.0000
  9.3872	100.0000
  9.7046	101.0000
  9.3323	105.0000
  9.3567	 96.0000
  9.4238	 95.0000
  8.8562	112.0000
  8.9355	102.0000
  8.8989	 89.0000
  8.5693	 92.0000
  8.4839	 97.0000
  8.6365	 97.0000
  8.4290	 97.0000
  8.5999	 92.0000
  8.3679	 88.0000
  8.0627	 97.0000
  8.1299	 83.0000
  7.7026	 82.0000
  8.0017	 92.0000
  7.6416	 86.0000
  7.5623	 80.0000
  7.5378	 89.0000
  7.6477	 84.0000
  7.5073	 81.0000
  7.2571	 75.0000
  7.4097	 88.0000
  7.3303	 88.0000
  7.2388	 93.0000
  6.9153	 81.0000
  6.9397	 76.0000
  7.1838	 69.0000
  7.0374	 80.0000
  7.0190	 80.0000
  6.9214	 76.0000
  6.9458	 78.0000
  6.8115	 79.0000
  6.7017	 74.0000
  6.7566	 82.0000
  6.5369	 71.0000
