S1533010.023908
Kangaroa 30/03/2015 10:02:38 30/03/2015 10:02:39 0560 0176.5 0038.5 -1.60 0.00 22.0 1013.0
-2.5 -2.5 00.0  00.0 -2.6 00.2  00.0
0000020 0020 0000000 0000 02
1 0 1 16340 1 0780 7.50 00355.o 0 0 00 000 12 000020 0.500 BT0
1 1 1 16340 1 0750 7.50 00355.p 0 0 00 000 00 000020 4.3651 BC0
355.000 .o analog 0 	355.000 .p photon 0 
  4.4617	 22.0000
  4.4800	 28.0000
  4.4983	 38.0000
  4.4800	 56.0000
  4.4739	106.0000
  4.4739	133.0000
  4.5593	135.0000
  5.1208	145.0000
  4.9805	153.0000
  4.9438	145.0000
  5.1514	146.0000
  5.3284	149.0000
  7.2937	154.0000
 12.9333	146.0000
 22.2717	147.0000
 33.4167	143.0000
 44.4214	143.0000
 53.7720	148.0000
 61.0535	149.0000
 62.8174	150.0000
 66.6809	140.0000
 67.4866	149.0000
 69.2688	144.0000
 69.2627	144.0000
 71.0083	133.0000
 71.1060	152.0000
 68.4631	155.0000
 67.1814	135.0000
 63.8489	140.0000
 61.9812	143.0000
 57.7698	137.0000
 54.0161	144.0000
 51.3550	142.0000
 48.6206	137.0000
 45.4163	143.0000
 43.1946	146.0000
 40.4785	139.0000
 38.4705	138.0000
 36.0046	139.0000
 35.3088	139.0000
 32.6172	136.0000
 30.7495	134.0000
 29.0588	130.0000
 28.8147	136.0000
 27.1240	142.0000
 26.3367	139.0000
 24.9878	138.0000
 23.8342	135.0000
 23.0408	129.0000
 21.7896	139.0000
 21.0571	126.0000
 20.5750	136.0000
 20.1355	125.0000
 19.5984	126.0000
 18.3105	132.0000
 17.9382	131.0000
 17.2729	125.0000
 16.8762	133.0000
 16.3208	131.0000
 16.0645	124.0000
 15.7043	123.0000
 14.8865	122.0000
 14.6362	124.0000
 14.1418	118.0000
 13.9832	114.0000
 13.8123	130.0000
 13.3118	117.0000
 12.8296	125.0000
 12.3962	121.0000
 12.1643	115.0000
 12.2131	115.0000
 11.9385	120.0000
 11.3281	101.0000
 11.0840	115.0000
 11.2488	112.0000
 11.1145	100.0000
 10.8032	109.0000
 10.5896	105.0000
 10.6018	105.0000
 10.1562	 98.0000
  9.9426	106.0000
  9.7229	107.0000
  9.6619	111.0000
  9.6436	102.0000
  9.4238	105.0000
  9.2468	103.0000
  8.9844	112.0000
  8.9722	 98.0000
  8.9539	104.0000
  8.6975	 95.0000
  8.5693	 97.0000
  8.8257	 92.0000
  8.6731	 97.0000
  8.6304	 87.0000
  8.3313	 90.0000
  8.2642	102.0000
  8.0322	 87.0000
  7.9712	101.0000
  8.0994	 92.0000
  7.8369	 92.0000
  7.6721	 91.0000
  7.7942	 84.0000
  7.6294	 83.0000
  7.9041	 87.0000
  7.7515	 78.0000
  7.2937	 92.0000
  7.4341	 90.0000
  7.3608	 82.0000
  7.4097	 78.0000
  7.2144	 82.0000
  7.0923	 81.0000
  7.1838	 82.0000
  7.0312	 79.0000
  6.9763	 81.0000
  7.1167	 80.0000
  6.9153	 83.0000
  6.8909	 73.0000
  6.9946	 77.0000
  6.9092	 81.0000
  6.7078	 72.0000
  6.8970	 78.0000
  6.8115	 74.0000
  6.6833	 70.0000
  6.5857	 76.0000
  6.5613	 72.0000
  6.4758	 71.0000
  6.5369	 68.0000
  6.4819	 69.0000
  6.4453	 68.0000
  6.6040	 69.0000
  6.3354	 76.0000
  6.3599	 69.0000
  6.3843	 55.0000
  6.4270	 57.0000
  6.3049	 62.0000
  6.2622	 63.0000
  6.2134	 57.0000
  6.2561	 63.0000
  6.2134	 55.0000
  6.3721	 60.0000
  6.0608	 59.0000
  5.8716	 54.0000
  5.9509	 53.0000
  6.0303	 68.0000
  6.0120	 48.0000
  6.0303	 59.0000
  5.8105	 49.0000
  5.8044	 59.0000
  5.7678	 53.0000
  5.8777	 49.0000
  5.8960	 52.0000
  5.9631	 54.0000
