S1533010.023393
Kangaroa 30/03/2015 10:02:33 30/03/2015 10:02:33 0560 0176.5 0038.5 -1.40 0.00 22.0 1013.0
-2.5 -2.5 00.0  00.0 -2.6 00.2  00.0
0000020 0020 0000000 0000 02
1 0 1 16340 1 0780 7.50 00355.o 0 0 00 000 12 000020 0.500 BT0
1 1 1 16340 1 0750 7.50 00355.p 0 0 00 000 00 000020 4.3651 BC0
355.000 .o analog 0 	355.000 .p photon 0 
  4.2725	 24.0000
  4.2603	 24.0000
  4.2358	 31.0000
  4.2480	 56.0000
  4.2664	104.0000
  4.2603	128.0000
  4.4067	129.0000
  4.9561	137.0000
  4.7119	147.0000
  4.7119	147.0000
  4.7913	140.0000
  5.2002	134.0000
  7.3364	143.0000
 13.0310	146.0000
 22.4609	137.0000
 33.4106	141.0000
 43.2495	144.0000
 50.9705	136.0000
 57.2937	131.0000
 60.5530	141.0000
 63.0615	140.0000
 64.1602	147.0000
 65.8264	142.0000
 66.5649	136.0000
 66.6809	136.0000
 66.7847	126.0000
 65.1306	141.0000
 63.9404	140.0000
 61.2732	131.0000
 58.9294	140.0000
 54.1016	134.0000
 51.3245	137.0000
 48.3826	142.0000
 45.5750	130.0000
 43.3289	134.0000
 40.7898	129.0000
 38.7085	131.0000
 36.8103	131.0000
 34.7900	139.0000
 32.8430	131.0000
 30.6458	132.0000
 29.0405	130.0000
 28.2776	124.0000
 26.8860	126.0000
 25.4944	119.0000
 24.6216	134.0000
 23.2849	122.0000
 22.3633	126.0000
 21.6797	125.0000
 20.9473	133.0000
 19.7754	117.0000
 19.0491	122.0000
 18.9026	128.0000
 18.0786	130.0000
 17.6208	116.0000
 16.8213	116.0000
 16.4062	127.0000
 16.2964	124.0000
 15.2405	125.0000
 14.7034	118.0000
 14.3555	123.0000
 13.9343	114.0000
 13.8794	124.0000
 13.7939	109.0000
 13.1531	111.0000
 12.4878	116.0000
 12.4084	108.0000
 11.8347	111.0000
 11.7493	110.0000
 11.6333	109.0000
 11.2732	116.0000
 11.3892	100.0000
 10.9619	107.0000
 10.8337	107.0000
 10.7361	108.0000
 10.2783	113.0000
 10.2112	107.0000
  9.8328	100.0000
  9.8389	106.0000
  9.8572	106.0000
  9.4971	100.0000
  9.4604	 99.0000
  9.4299	 99.0000
  9.3933	102.0000
  8.8928	104.0000
  8.7463	104.0000
  8.9478	 96.0000
  8.8074	 91.0000
  8.4229	110.0000
  8.5327	 95.0000
  8.3008	 93.0000
  8.2520	 92.0000
  8.0444	 84.0000
  8.2153	 80.0000
  7.8979	 89.0000
  7.8979	 99.0000
  7.8247	 92.0000
  7.7515	 98.0000
  7.4890	 85.0000
  7.4890	 93.0000
  7.3608	 83.0000
  7.2266	 94.0000
  7.1350	 83.0000
  7.4219	 81.0000
  7.2693	 83.0000
  7.3303	 80.0000
  7.0679	 78.0000
  7.0740	 84.0000
  7.1228	 72.0000
  6.9397	 82.0000
  7.0007	 72.0000
  6.7749	 75.0000
  6.8359	 84.0000
  6.6528	 62.0000
  6.6956	 83.0000
  6.6650	 78.0000
  6.5796	 69.0000
  6.5430	 76.0000
  6.6284	 66.0000
  6.3538	 72.0000
  6.4758	 74.0000
  6.4514	 72.0000
  6.4880	 66.0000
  6.4697	 65.0000
  6.2195	 68.0000
  6.3782	 67.0000
  6.2866	 71.0000
  6.2256	 51.0000
  6.1523	 72.0000
  6.1523	 65.0000
  6.0242	 65.0000
  6.0425	 65.0000
  6.2561	 67.0000
  5.9692	 57.0000
  6.1340	 61.0000
  5.9692	 58.0000
  5.8899	 58.0000
  5.9692	 54.0000
  5.8167	 61.0000
  5.8167	 57.0000
  5.9265	 55.0000
  5.6885	 57.0000
  5.8105	 56.0000
  5.7312	 60.0000
  5.6396	 45.0000
  5.6580	 60.0000
  5.6213	 43.0000
  5.7739	 54.0000
  5.6030	 57.0000
  5.5664	 55.0000
  5.5786	 51.0000
  5.6030	 46.0000
  5.5054	 42.0000
  5.5420	 54.0000
  5.5237	 47.0000
  5.6030	 48.0000
  5.5725	 48.0000
  5.3711	 39.0000
  5.5481	 47.0000
  5.5481	 49.0000
  5.2795	 52.0000
  5.4749	 45.0000
  5.3467	 46.0000
  5.3406	 46.0000
  5.4687	 41.0000
  5.3650	 49.0000
  5.2856	 42.0000
  5.3711	 49.0000
  5.3467	 43.0000
  5.3528	 39.0000
  5.2673	 41.0000
  5.2917	 50.0000
  5.3650	 47.0000
  5.3467	 40.0000
  5.3528	 44.0000
  5.2612	 42.0000
  5.2063	 32.0000
  5.1819	 48.0000
  5.1514	 47.0000
  5.2368	 39.0000
  5.1880	 39.0000
  5.1880	 45.0000
  5.2246	 46.0000
  5.1636	 35.0000
  5.1941	 37.0000
  5.1025	 45.0000
  5.0964	 41.0000
  5.0964	 32.0000
  5.1453	 48.0000
  5.1941	 48.0000
  5.1819	 40.0000
  5.1758	 51.0000
  5.2185	 35.0000
  5.1147	 32.0000
  5.2307	 40.0000
  5.2185	 47.0000
  5.2490	 35.0000
  5.2063	 31.0000
  5.0415	 34.0000
  5.2368	 38.0000
  5.1453	 41.0000
  5.0171	 38.0000
  5.1208	 37.0000
  5.1636	 35.0000
  4.9744	 34.0000
  4.9133	 43.0000
  5.0232	 39.0000
  5.1086	 35.0000
  5.0537	 35.0000
  5.1392	 38.0000
  5.1086	 39.0000
  4.9683	 29.0000
  5.0354	 25.0000
  5.0293	 30.0000
  5.0842	 38.0000
  5.1086	 32.0000
  4.9744	 35.0000
  4.9561	 26.0000
  5.0659	 36.0000
  5.0232	 30.0000
  4.8523	 25.0000
  4.8401	 31.0000
  5.0049	 35.0000
  5.0110	 33.0000
  4.9255	 33.0000
  4.9133	 24.0000
  4.8889	 34.0000
  4.9316	 22.0000
  4.8401	 35.0000
  4.8340	 39.0000
  4.9377	 31.0000
  4.9194	 27.0000
  4.7852	 32.0000
  4.7852	 27.0000
  4.7668	 28.0000
  4.8035	 24.0000
  4.7729	 31.0000
  4.9194	 21.0000
  4.9316	 26.0000
  4.8645	 26.0000
  4.8096	 20.0000
  4.8889	 29.0000
  4.8035	 23.0000
  4.8279	 24.0000
  4.7302	 22.0000
  4.6936	 33.0000
  4.7241	 20.0000
  4.7119	 26.0000
  4.7729	 25.0000
  4.8218	 29.0000
  4.7791	 23.0000
  4.7668	 20.0000
  4.7913	 16.0000
  4.7546	 19.0000
  4.7913	 23.0000
  4.7119	 21.0000
  4.7913	 24.0000
  4.6997	 24.0000
  4.7729	 25.0000
  4.6814	 20.0000
  4.6753	 26.0000
  4.6570	 15.0000
  4.6997	 25.0000
  4.7241	 19.0000
  4.7363	 20.0000
  4.7546	 21.0000
  4.7058	 23.0000
  4.6997	 16.0000
  4.7058	 18.0000
  4.6753	 16.0000
  4.6753	 26.0000
  4.7302	 14.0000
  4.6875	 22.0000
  4.7058	 23.0000
  4.6509	 31.0000
  4.6570	 25.0000
  4.6143	 20.0000
  4.5898	 27.0000
  4.6509	 19.0000
  4.6570	 18.0000
  4.5959	 24.0000
  4.5837	 25.0000
  4.7546	 22.0000
  4.7607	 29.0000
  4.6753	 22.0000
  4.7180	 25.0000
  4.6570	  9.0000
  4.6387	 19.0000
  4.6753	 23.0000
  4.7302	 27.0000
  4.7241	 28.0000
  4.7729	 23.0000
  4.7302	 27.0000
  4.7058	 21.0000
  4.6143	 18.0000
  4.5654	 20.0000
  4.7058	 24.0000
  4.7058	 20.0000
  4.7852	 17.0000
  4.7363	 20.0000
  4.7302	 18.0000
  4.7791	 24.0000
  4.6631	 17.0000
  4.6570	 21.0000
  4.6631	 24.0000
  4.6692	 18.0000
  4.5837	 22.0000
  4.5898	 26.0000
  4.6082	 19.0000
  4.6631	 15.0000
  4.6631	 19.0000
  4.5959	 19.0000
  4.7058	 24.0000
  4.7852	 13.0000
  4.6692	 12.0000
  4.6570	 16.0000
  4.7119	 13.0000
  4.6082	 14.0000
  4.5532	 24.0000
  4.6021	 18.0000
  4.6387	 20.0000
  4.6570	 19.0000
  4.5105	 19.0000
  4.5349	 13.0000
  4.5837	 15.0000
  4.4922	 10.0000
  4.5349	 16.0000
  4.6692	 14.0000
  4.5776	 19.0000
  4.5715	 17.0000
  4.5654	 22.0000
  4.5715	 17.0000
  4.5654	 16.0000
  4.5898	 17.0000
  4.5837	  7.0000
  4.5776	  9.0000
  4.5715	 14.0000
  4.6326	 14.0000
  4.6082	 21.0000
  4.6387	 13.0000
  4.5166	 15.0000
  4.5654	 10.0000
  4.5349	 13.0000
  4.4067	 17.0000
  4.5166	 14.0000
  4.4861	 13.0000
  4.5654	 13.0000
  4.5532	 18.0000
  4.5105	 13.0000
  4.5471	 15.0000
  4.4800	 14.0000
  4.6021	 18.0000
  4.6021	 16.0000
  4.5471	 13.0000
  4.4861	 19.0000
  4.5044	  9.0000
  4.5288	  8.0000
  4.5044	  9.0000
  4.4861	 13.0000
  4.5166	 11.0000
  4.5349	  7.0000
  4.5471	  5.0000
  4.5349	  6.0000
  4.4922	 12.0000
  4.4250	 11.0000
  4.4617	  9.0000
  4.4495	 15.0000
  4.4373	  9.0000
  4.3823	 17.0000
  4.3701	 11.0000
  4.4067	 11.0000
  4.4250	  8.0000
  4.5471	  7.0000
  4.4739	  6.0000
  4.4189	  9.0000
  4.4373	  5.0000
  4.5044	 10.0000
  4.4617	  3.0000
  4.4250	  7.0000
  4.4495	  5.0000
  4.4128	  6.0000
  4.4067	 15.0000
  4.4495	  6.0000
  4.3762	 10.0000
  4.3762	  8.0000
  4.3884	  8.0000
  4.3518	  9.0000
  4.3884	 11.0000
  4.3823	  8.0000
  4.4617	 15.0000
  4.4067	  5.0000
  4.4067	 13.0000
  4.4189	 13.0000
  4.3945	 13.0000
  4.4678	 14.0000
  4.4678	 10.0000
  4.3884	  5.0000
  4.4006	  8.0000
  4.4617	  9.0000
  4.3945	 10.0000
  4.4922	  8.0000
  4.4312	 11.0000
  4.4678	  6.0000
  4.4312	 10.0000
  4.4495	  3.0000
  4.4250	  5.0000
  4.4250	  9.0000
  4.4189	 10.0000
  4.4739	 10.0000
  4.4189	  7.0000
  4.4312	 11.0000
  4.4128	 12.0000
  4.4189	 11.0000
  4.4067	  8.0000
  4.4128	  9.0000
  4.4312	 11.0000
  4.4861	  8.0000
  4.3579	  5.0000
  4.4434	  6.0000
  4.4495	  9.0000
  4.4739	  6.0000
  4.4250	 10.0000
