R18B0722.334186
U-C_VOL_ 07/11/2018 22:33:40 07/11/2018 22:33:40 0170 23.7534 38.0631 -5.8 112.0 15.0 1013.0
24.0 112.0 88.0  00.0 -10.0 00.2  00.0
0000015 0020 0000015 0000 10
1 0 1 16380 1 0780 3.75 00355.p 0 0 09 000 12 000015 0.500 BT0
1 1 1 16380 1 0780 3.75 00355.p 0 0 00 000 00 000015 4.3651 BC0
1 0 1 16380 1 0780 3.75 00355.p 0 0 09 000 12 000014 0.500 BT0
1 1 1 16380 1 0780 3.75 00355.p 0 0 00 000 00 000014 4.3651 BC0
1 0 1 16380 1 0780 3.75 00355.s 0 0 09 000 12 000015 0.100 BT1
1 1 1 16380 1 0780 3.75 00355.s 0 0 00 000 00 000015 4.3651 BC1
1 0 1 16380 1 0780 3.75 00355.s 0 0 09 000 12 000014 0.100 BT1
1 1 1 16380 1 0780 3.75 00355.s 0 0 00 000 00 000014 4.3651 BC1
1 1 2 16380 1 0850 3.75 00387.o 0 0 00 000 00 000015 4.3651 BC2
1 1 2 16380 1 0850 3.75 00387.o 0 0 00 000 00 000014 4.3651 BC2
355.000 .p analog 0 	355.000 .p photon 0 	355.000 .p analog 0 	355.000 .p photon 0 	355.000 .s analog 1 	355.000 .s photon 1 	355.000 .s analog 1 	355.000 .s photon 1 	387.000 .o photon 2 	387.000 .o photon 2 
  9.1553	 48.0000	  0.0000	  0.0000	  9.3636	125.3333	  0.0000	  0.0000	 77.3333	  0.0000
  9.0820	 64.0000	  0.0000	  0.0000	  9.3571	144.0000	  0.0000	  0.0000	 82.6667	  0.0000
  9.1064	 80.0000	  0.0000	  0.0000	  9.3604	189.3333	  0.0000	  0.0000	 82.6667	  0.0000
  9.1064	 93.3333	  0.0000	  0.0000	  9.3669	170.6667	  0.0000	  0.0000	 93.3333	  0.0000
  9.0983	117.3333	  0.0000	  0.0000	  9.3587	237.3333	  0.0000	  0.0000	168.0000	  0.0000
  8.9681	184.0000	  0.0000	  0.0000	  9.3652	274.6667	  0.0000	  0.0000	261.3333	  0.0000
  9.1797	248.0000	  0.0000	  0.0000	  9.3620	285.3333	  0.0000	  0.0000	248.0000	  0.0000
  9.3099	274.6667	  0.0000	  0.0000	  9.3848	277.3333	  0.0000	  0.0000	266.6667	  0.0000
  9.0902	272.0000	  0.0000	  0.0000	  9.3831	272.0000	  0.0000	  0.0000	290.6667	  0.0000
  9.3262	285.3333	  0.0000	  0.0000	  9.9495	280.0000	  0.0000	  0.0000	253.3333	  0.0000
 10.2702	277.3333	  0.0000	  0.0000	 11.7627	264.0000	  0.0000	  0.0000	258.6667	  0.0000
 10.7910	285.3333	  0.0000	  0.0000	 13.3512	274.6667	  0.0000	  0.0000	290.6667	  0.0000
 11.1735	264.0000	  0.0000	  0.0000	 13.7744	250.6667	  0.0000	  0.0000	256.0000	  0.0000
 11.3851	288.0000	  0.0000	  0.0000	 14.6989	261.3333	  0.0000	  0.0000	253.3333	  0.0000
 13.5335	290.6667	  0.0000	  0.0000	 22.8597	258.6667	  0.0000	  0.0000	258.6667	  0.0000
 23.7712	258.6667	  0.0000	  0.0000	 48.2406	274.6667	  0.0000	  0.0000	266.6667	  0.0000
 44.1406	277.3333	  0.0000	  0.0000	 93.6182	264.0000	  0.0000	  0.0000	248.0000	  0.0000
 67.0329	272.0000	  0.0000	  0.0000	149.5524	277.3333	  0.0000	  0.0000	277.3333	  0.0000
 90.9994	274.6667	  0.0000	  0.0000	191.0726	264.0000	  0.0000	  0.0000	277.3333	  0.0000
114.0381	293.3333	  0.0000	  0.0000	193.2861	274.6667	  0.0000	  0.0000	285.3333	  0.0000
130.3467	266.6667	  0.0000	  0.0000	193.2861	269.3333	  0.0000	  0.0000	298.6667	  0.0000
142.6025	272.0000	  0.0000	  0.0000	193.2861	245.3333	  0.0000	  0.0000	250.6667	  0.0000
148.9014	285.3333	  0.0000	  0.0000	193.2861	264.0000	  0.0000	  0.0000	282.6667	  0.0000
151.4160	277.3333	  0.0000	  0.0000	193.2861	290.6667	  0.0000	  0.0000	264.0000	  0.0000
153.3447	293.3333	  0.0000	  0.0000	193.2861	288.0000	  0.0000	  0.0000	293.3333	  0.0000
153.4098	280.0000	  0.0000	  0.0000	193.2861	248.0000	  0.0000	  0.0000	274.6667	  0.0000
154.0771	258.6667	  0.0000	  0.0000	193.2861	272.0000	  0.0000	  0.0000	293.3333	  0.0000
152.5309	277.3333	  0.0000	  0.0000	193.2861	277.3333	  0.0000	  0.0000	258.6667	  0.0000
147.4365	272.0000	  0.0000	  0.0000	193.2861	240.0000	  0.0000	  0.0000	282.6667	  0.0000
146.6390	261.3333	  0.0000	  0.0000	193.2861	288.0000	  0.0000	  0.0000	264.0000	  0.0000
146.4600	269.3333	  0.0000	  0.0000	193.2861	290.6667	  0.0000	  0.0000	274.6667	  0.0000
142.7083	282.6667	  0.0000	  0.0000	193.2861	248.0000	  0.0000	  0.0000	264.0000	  0.0000
141.1702	277.3333	  0.0000	  0.0000	193.2861	266.6667	  0.0000	  0.0000	274.6667	  0.0000
139.1764	282.6667	  0.0000	  0.0000	193.2861	250.6667	  0.0000	  0.0000	277.3333	  0.0000
133.0404	312.0000	  0.0000	  0.0000	193.2861	261.3333	  0.0000	  0.0000	277.3333	  0.0000
127.9622	256.0000	  0.0000	  0.0000	193.2861	272.0000	  0.0000	  0.0000	288.0000	  0.0000
125.5941	264.0000	  0.0000	  0.0000	193.2861	272.0000	  0.0000	  0.0000	261.3333	  0.0000
120.7275	264.0000	  0.0000	  0.0000	193.2861	264.0000	  0.0000	  0.0000	261.3333	  0.0000
114.9007	274.6667	  0.0000	  0.0000	193.2861	290.6667	  0.0000	  0.0000	269.3333	  0.0000
112.1094	272.0000	  0.0000	  0.0000	193.2861	277.3333	  0.0000	  0.0000	264.0000	  0.0000
109.3669	266.6667	  0.0000	  0.0000	193.2861	272.0000	  0.0000	  0.0000	266.6667	  0.0000
104.6794	280.0000	  0.0000	  0.0000	193.2861	274.6667	  0.0000	  0.0000	280.0000	  0.0000
 99.9837	256.0000	  0.0000	  0.0000	192.6172	266.6667	  0.0000	  0.0000	240.0000	  0.0000
 95.6624	258.6667	  0.0000	  0.0000	189.1504	293.3333	  0.0000	  0.0000	248.0000	  0.0000
 90.9098	274.6667	  0.0000	  0.0000	185.0439	253.3333	  0.0000	  0.0000	269.3333	  0.0000
 87.3617	250.6667	  0.0000	  0.0000	180.6706	274.6667	  0.0000	  0.0000	261.3333	  0.0000
 83.3659	290.6667	  0.0000	  0.0000	171.0238	272.0000	  0.0000	  0.0000	253.3333	  0.0000
 79.5329	253.3333	  0.0000	  0.0000	162.8337	256.0000	  0.0000	  0.0000	258.6667	  0.0000
 77.2461	269.3333	  0.0000	  0.0000	158.6719	282.6667	  0.0000	  0.0000	269.3333	  0.0000
