R18B0723.132071
U-C_VOL_ 07/11/2018 23:13:19 07/11/2018 23:13:19 0170 23.7534 38.0631 -9.4 112.0 15.0 1013.0
24.0 112.0 88.0  00.0 -10.0 00.2  00.0
0000014 0020 0000014 0000 10
1 0 1 16380 1 0780 3.75 00355.p 0 0 09 000 12 000014 0.500 BT0
1 1 1 16380 1 0780 3.75 00355.p 0 0 00 000 00 000014 4.3651 BC0
1 0 1 16380 1 0780 3.75 00355.p 0 0 09 000 12 000014 0.500 BT0
1 1 1 16380 1 0780 3.75 00355.p 0 0 00 000 00 000014 4.3651 BC0
1 0 1 16380 1 0780 3.75 00355.s 0 0 09 000 12 000014 0.100 BT1
1 1 1 16380 1 0780 3.75 00355.s 0 0 00 000 00 000014 4.3651 BC1
1 0 1 16380 1 0780 3.75 00355.s 0 0 09 000 12 000014 0.100 BT1
1 1 1 16380 1 0780 3.75 00355.s 0 0 00 000 00 000014 4.3651 BC1
1 1 2 16380 1 0850 3.75 00387.o 0 0 00 000 00 000014 4.3651 BC2
1 1 2 16380 1 0850 3.75 00387.o 0 0 00 000 00 000014 4.3651 BC2
355.000 .p analog 0 	355.000 .p photon 0 	355.000 .p analog 0 	355.000 .p photon 0 	355.000 .s analog 1 	355.000 .s photon 1 	355.000 .s analog 1 	355.000 .s photon 1 	387.000 .o photon 2 	387.000 .o photon 2 
  9.5651	 40.0000	  0.0000	  0.0000	  9.7081	131.4286	  0.0000	  0.0000	 62.8571	  0.0000
  9.5912	 77.1429	  0.0000	  0.0000	  9.7185	162.8571	  0.0000	  0.0000	 91.4286	  0.0000
  9.5389	105.7143	  0.0000	  0.0000	  9.7133	182.8571	  0.0000	  0.0000	100.0000	  0.0000
  9.5825	 88.5714	  0.0000	  0.0000	  9.7133	202.8571	  0.0000	  0.0000	 80.0000	  0.0000
  9.5215	111.4286	  0.0000	  0.0000	  9.7307	254.2857	  0.0000	  0.0000	162.8571	  0.0000
  9.4256	188.5714	  0.0000	  0.0000	  9.7255	268.5714	  0.0000	  0.0000	242.8571	  0.0000
  9.6697	288.5714	  0.0000	  0.0000	  9.6994	288.5714	  0.0000	  0.0000	260.0000	  0.0000
  9.7307	288.5714	  0.0000	  0.0000	  9.7255	302.8571	  0.0000	  0.0000	280.0000	  0.0000
  9.3733	291.4286	  0.0000	  0.0000	  9.7395	285.7143	  0.0000	  0.0000	265.7143	  0.0000
  9.6087	280.0000	  0.0000	  0.0000	 10.4318	294.2857	  0.0000	  0.0000	282.8571	  0.0000
 10.8294	291.4286	  0.0000	  0.0000	 12.3710	282.8571	  0.0000	  0.0000	271.4286	  0.0000
 11.5792	285.7143	  0.0000	  0.0000	 13.5917	311.4286	  0.0000	  0.0000	271.4286	  0.0000
 11.4572	271.4286	  0.0000	  0.0000	 13.9230	268.5714	  0.0000	  0.0000	297.1429	  0.0000
 11.9803	282.8571	  0.0000	  0.0000	 15.8936	300.0000	  0.0000	  0.0000	288.5714	  0.0000
 14.5700	265.7143	  0.0000	  0.0000	 26.6270	277.1429	  0.0000	  0.0000	282.8571	  0.0000
 24.7280	271.4286	  0.0000	  0.0000	 55.7530	294.2857	  0.0000	  0.0000	288.5714	  0.0000
 46.4739	311.4286	  0.0000	  0.0000	102.4972	282.8571	  0.0000	  0.0000	280.0000	  0.0000
 72.8324	277.1429	  0.0000	  0.0000	157.6172	282.8571	  0.0000	  0.0000	268.5714	  0.0000
 97.4296	280.0000	  0.0000	  0.0000	198.9485	274.2857	  0.0000	  0.0000	297.1429	  0.0000
117.8414	297.1429	  0.0000	  0.0000	199.9512	271.4286	  0.0000	  0.0000	305.7143	  0.0000
132.4637	257.1429	  0.0000	  0.0000	199.9512	274.2857	  0.0000	  0.0000	265.7143	  0.0000
144.6795	302.8571	  0.0000	  0.0000	199.9512	268.5714	  0.0000	  0.0000	294.2857	  0.0000
152.3525	294.2857	  0.0000	  0.0000	199.9512	271.4286	  0.0000	  0.0000	282.8571	  0.0000
156.0582	277.1429	  0.0000	  0.0000	199.9512	288.5714	  0.0000	  0.0000	288.5714	  0.0000
158.3601	274.2857	  0.0000	  0.0000	199.9512	282.8571	  0.0000	  0.0000	265.7143	  0.0000
157.5492	277.1429	  0.0000	  0.0000	199.9512	288.5714	  0.0000	  0.0000	280.0000	  0.0000
154.3754	300.0000	  0.0000	  0.0000	199.9512	317.1429	  0.0000	  0.0000	285.7143	  0.0000
153.5819	288.5714	  0.0000	  0.0000	199.9512	294.2857	  0.0000	  0.0000	262.8571	  0.0000
150.9487	285.7143	  0.0000	  0.0000	199.9512	277.1429	  0.0000	  0.0000	291.4286	  0.0000
147.4261	277.1429	  0.0000	  0.0000	199.9512	268.5714	  0.0000	  0.0000	280.0000	  0.0000
147.4871	285.7143	  0.0000	  0.0000	199.9512	271.4286	  0.0000	  0.0000	271.4286	  0.0000
145.4991	294.2857	  0.0000	  0.0000	199.9512	288.5714	  0.0000	  0.0000	282.8571	  0.0000
142.3601	282.8571	  0.0000	  0.0000	199.9512	300.0000	  0.0000	  0.0000	254.2857	  0.0000
140.5727	285.7143	  0.0000	  0.0000	199.9512	288.5714	  0.0000	  0.0000	282.8571	  0.0000
