R18B0722.302256
U-C_VOL_ 07/11/2018 22:30:21 07/11/2018 22:30:21 0170 23.7534 38.0631 -7.2 24.0 15.0 1013.0
24.0 112.0 88.0  00.0 -10.0 00.2  00.0
0000015 0020 0000015 0000 10
1 0 1 16380 1 0780 3.75 00355.p 0 0 09 000 12 000015 0.500 BT0
1 1 1 16380 1 0780 3.75 00355.p 0 0 00 000 00 000015 4.3651 BC0
1 0 1 16380 1 0780 3.75 00355.p 0 0 09 000 12 000014 0.500 BT0
1 1 1 16380 1 0780 3.75 00355.p 0 0 00 000 00 000014 4.3651 BC0
1 0 1 16380 1 0780 3.75 00355.s 0 0 09 000 12 000015 0.100 BT1
1 1 1 16380 1 0780 3.75 00355.s 0 0 00 000 00 000015 4.3651 BC1
1 0 1 16380 1 0780 3.75 00355.s 0 0 09 000 12 000014 0.100 BT1
1 1 1 16380 1 0780 3.75 00355.s 0 0 00 000 00 000014 4.3651 BC1
1 1 2 16380 1 0850 3.75 00387.o 0 0 00 000 00 000015 4.3651 BC2
1 1 2 16380 1 0850 3.75 00387.o 0 0 00 000 00 000014 4.3651 BC2
355.000 .p analog 0 	355.000 .p photon 0 	355.000 .p analog 0 	355.000 .p photon 0 	355.000 .s analog 1 	355.000 .s photon 1 	355.000 .s analog 1 	355.000 .s photon 1 	387.000 .o photon 2 	387.000 .o photon 2 
  9.1471	 45.3333	  0.0000	  0.0000	  9.3717	125.3333	  0.0000	  0.0000	 58.6667	  0.0000
  9.1553	 72.0000	  0.0000	  0.0000	  9.3783	130.6667	  0.0000	  0.0000	 98.6667	  0.0000
  9.1634	 98.6667	  0.0000	  0.0000	  9.3636	178.6667	  0.0000	  0.0000	 74.6667	  0.0000
  9.1390	 85.3333	  0.0000	  0.0000	  9.3538	189.3333	  0.0000	  0.0000	 90.6667	  0.0000
  9.1878	 98.6667	  0.0000	  0.0000	  9.3685	234.6667	  0.0000	  0.0000	168.0000	  0.0000
  9.0658	173.3333	  0.0000	  0.0000	  9.3831	277.3333	  0.0000	  0.0000	237.3333	  0.0000
  9.3180	277.3333	  0.0000	  0.0000	  9.3669	264.0000	  0.0000	  0.0000	237.3333	  0.0000
  9.2855	277.3333	  0.0000	  0.0000	  9.3962	258.6667	  0.0000	  0.0000	272.0000	  0.0000
  9.0251	272.0000	  0.0000	  0.0000	  9.4108	258.6667	  0.0000	  0.0000	285.3333	  0.0000
  9.2855	277.3333	  0.0000	  0.0000	  9.9707	274.6667	  0.0000	  0.0000	264.0000	  0.0000
 10.4329	253.3333	  0.0000	  0.0000	 11.6455	264.0000	  0.0000	  0.0000	269.3333	  0.0000
 11.0921	296.0000	  0.0000	  0.0000	 13.0794	266.6667	  0.0000	  0.0000	256.0000	  0.0000
 10.9375	280.0000	  0.0000	  0.0000	 13.5124	285.3333	  0.0000	  0.0000	288.0000	  0.0000
 11.1165	277.3333	  0.0000	  0.0000	 14.4206	266.6667	  0.0000	  0.0000	266.6667	  0.0000
 12.8337	269.3333	  0.0000	  0.0000	 20.9359	296.0000	  0.0000	  0.0000	269.3333	  0.0000
 20.1009	280.0000	  0.0000	  0.0000	 42.8353	272.0000	  0.0000	  0.0000	298.6667	  0.0000
 37.2966	266.6667	  0.0000	  0.0000	 80.9212	304.0000	  0.0000	  0.0000	277.3333	  0.0000
 61.1409	280.0000	  0.0000	  0.0000	128.8135	266.6667	  0.0000	  0.0000	256.0000	  0.0000
 82.8288	290.6667	  0.0000	  0.0000	178.9046	280.0000	  0.0000	  0.0000	282.6667	  0.0000
100.5290	269.3333	  0.0000	  0.0000	193.1934	282.6667	  0.0000	  0.0000	280.0000	  0.0000
114.3148	256.0000	  0.0000	  0.0000	193.2861	269.3333	  0.0000	  0.0000	266.6667	  0.0000
126.4242	290.6667	  0.0000	  0.0000	193.2861	261.3333	  0.0000	  0.0000	266.6667	  0.0000
133.1950	282.6667	  0.0000	  0.0000	193.2861	280.0000	  0.0000	  0.0000	264.0000	  0.0000
138.3138	272.0000	  0.0000	  0.0000	193.2861	285.3333	  0.0000	  0.0000	296.0000	  0.0000
145.0846	264.0000	  0.0000	  0.0000	193.2861	293.3333	  0.0000	  0.0000	253.3333	  0.0000
145.1904	282.6667	  0.0000	  0.0000	193.2861	277.3333	  0.0000	  0.0000	250.6667	  0.0000
144.9463	277.3333	  0.0000	  0.0000	193.2861	272.0000	  0.0000	  0.0000	293.3333	  0.0000
144.1650	290.6667	  0.0000	  0.0000	193.2861	280.0000	  0.0000	  0.0000	264.0000	  0.0000
137.6790	274.6667	  0.0000	  0.0000	193.2861	272.0000	  0.0000	  0.0000	272.0000	  0.0000
137.8906	301.3333	  0.0000	  0.0000	193.2861	282.6667	  0.0000	  0.0000	269.3333	  0.0000
137.1338	282.6667	  0.0000	  0.0000	193.2861	258.6667	  0.0000	  0.0000	256.0000	  0.0000
130.6234	277.3333	  0.0000	  0.0000	193.2861	296.0000	  0.0000	  0.0000	269.3333	  0.0000
127.7262	256.0000	  0.0000	  0.0000	193.2861	277.3333	  0.0000	  0.0000	272.0000	  0.0000
129.5980	274.6667	  0.0000	  0.0000	193.2861	256.0000	  0.0000	  0.0000	256.0000	  0.0000
126.9613	285.3333	  0.0000	  0.0000	193.2861	269.3333	  0.0000	  0.0000	248.0000	  0.0000
122.0540	266.6667	  0.0000	  0.0000	193.2861	269.3333	  0.0000	  0.0000	269.3333	  0.0000
120.6217	274.6667	  0.0000	  0.0000	193.2861	288.0000	  0.0000	  0.0000	282.6667	  0.0000
116.6178	248.0000	  0.0000	  0.0000	193.2861	250.6667	  0.0000	  0.0000	272.0000	  0.0000
111.7269	266.6667	  0.0000	  0.0000	193.2861	269.3333	  0.0000	  0.0000	296.0000	  0.0000
107.1940	264.0000	  0.0000	  0.0000	193.2861	290.6667	  0.0000	  0.0000	258.6667	  0.0000
101.5706	248.0000	  0.0000	  0.0000	193.2861	258.6667	  0.0000	  0.0000	282.6667	  0.0000
 97.3307	248.0000	  0.0000	  0.0000	193.1917	264.0000	  0.0000	  0.0000	258.6667	  0.0000
 94.6452	277.3333	  0.0000	  0.0000	189.7542	272.0000	  0.0000	  0.0000	264.0000	  0.0000
 91.3818	285.3333	  0.0000	  0.0000	186.1165	296.0000	  0.0000	  0.0000	253.3333	  0.0000
 89.3555	296.0000	  0.0000	  0.0000	184.0690	280.0000	  0.0000	  0.0000	261.3333	  0.0000
 86.3607	253.3333	  0.0000	  0.0000	179.1960	264.0000	  0.0000	  0.0000	274.6667	  0.0000
 81.7952	293.3333	  0.0000	  0.0000	171.5804	280.0000	  0.0000	  0.0000	274.6667	  0.0000
 78.4424	237.3333	  0.0000	  0.0000	163.1722	274.6667	  0.0000	  0.0000	274.6667	  0.0000
 76.3265	282.6667	  0.0000	  0.0000	155.9896	274.6667	  0.0000	  0.0000	277.3333	  0.0000
 73.6410	277.3333	  0.0000	  0.0000	150.3255	272.0000	  0.0000	  0.0000	274.6667	  0.0000
 69.8242	261.3333	  0.0000	  0.0000	145.2604	285.3333	  0.0000	  0.0000	288.0000	  0.0000
 67.2038	261.3333	  0.0000	  0.0000	141.0433	282.6667	  0.0000	  0.0000	261.3333	  0.0000
 66.0482	266.6667	  0.0000	  0.0000	135.4297	261.3333	  0.0000	  0.0000	266.6667	  0.0000
 61.6048	285.3333	  0.0000	  0.0000	127.8369	288.0000	  0.0000	  0.0000	224.0000	  0.0000
 58.0648	253.3333	  0.0000	  0.0000	121.7399	274.6667	  0.0000	  0.0000	280.0000	  0.0000
 56.5592	274.6667	  0.0000	  0.0000	117.5553	272.0000	  0.0000	  0.0000	258.6667	  0.0000
 54.6631	288.0000	  0.0000	  0.0000	113.1657	274.6667	  0.0000	  0.0000	248.0000	  0.0000
 53.1657	277.3333	  0.0000	  0.0000	110.6657	272.0000	  0.0000	  0.0000	250.6667	  0.0000
 52.0101	242.6667	  0.0000	  0.0000	107.5619	240.0000	  0.0000	  0.0000	250.6667	  0.0000
 49.6419	269.3333	  0.0000	  0.0000	102.1094	250.6667	  0.0000	  0.0000	242.6667	  0.0000
 47.4202	269.3333	  0.0000	  0.0000	 98.0648	242.6667	  0.0000	  0.0000	229.3333	  0.0000
 46.1833	258.6667	  0.0000	  0.0000	 94.9349	274.6667	  0.0000	  0.0000	237.3333	  0.0000
 45.7031	256.0000	  0.0000	  0.0000	 91.3835	266.6667	  0.0000	  0.0000	234.6667	  0.0000
 44.9951	266.6667	  0.0000	  0.0000	 89.6924	293.3333	  0.0000	  0.0000	264.0000	  0.0000
 42.0492	269.3333	  0.0000	  0.0000	 86.3200	258.6667	  0.0000	  0.0000	248.0000	  0.0000
 40.2344	240.0000	  0.0000	  0.0000	 80.1335	253.3333	  0.0000	  0.0000	240.0000	  0.0000
 40.5436	245.3333	  0.0000	  0.0000	 78.3464	272.0000	  0.0000	  0.0000	253.3333	  0.0000
