R18B0723.101196
U-C_VOL_ 07/11/2018 23:10:11 07/11/2018 23:10:10 0170 23.7534 38.0631 0.0 112.0 15.0 1013.0
24.0 112.0 88.0  00.0 -10.0 00.2  00.0
0000014 0020 0000014 0000 10
1 0 1 16380 1 0780 3.75 00355.p 0 0 09 000 12 000014 0.500 BT0
1 1 1 16380 1 0780 3.75 00355.p 0 0 00 000 00 000014 4.3651 BC0
1 0 1 16380 1 0780 3.75 00355.p 0 0 09 000 12 000013 0.500 BT0
1 1 1 16380 1 0780 3.75 00355.p 0 0 00 000 00 000013 4.3651 BC0
1 0 1 16380 1 0780 3.75 00355.s 0 0 09 000 12 000014 0.100 BT1
1 1 1 16380 1 0780 3.75 00355.s 0 0 00 000 00 000014 4.3651 BC1
1 0 1 16380 1 0780 3.75 00355.s 0 0 09 000 12 000013 0.100 BT1
1 1 1 16380 1 0780 3.75 00355.s 0 0 00 000 00 000013 4.3651 BC1
1 1 2 16380 1 0850 3.75 00387.o 0 0 00 000 00 000014 4.3651 BC2
1 1 2 16380 1 0850 3.75 00387.o 0 0 00 000 00 000013 4.3651 BC2
355.000 .p analog 0 	355.000 .p photon 0 	355.000 .p analog 0 	355.000 .p photon 0 	355.000 .s analog 1 	355.000 .s photon 1 	355.000 .s analog 1 	355.000 .s photon 1 	387.000 .o photon 2 	387.000 .o photon 2 
  9.2425	 48.5714	  0.0000	  0.0000	  9.3645	125.7143	  0.0000	  0.0000	 60.0000	  0.0000
  9.2773	 82.8571	  0.0000	  0.0000	  9.3698	165.7143	  0.0000	  0.0000	 82.8571	  0.0000
  9.2773	 88.5714	  0.0000	  0.0000	  9.3610	154.2857	  0.0000	  0.0000	102.8571	  0.0000
  9.3209	 94.2857	  0.0000	  0.0000	  9.3715	185.7143	  0.0000	  0.0000	102.8571	  0.0000
  9.2773	111.4286	  0.0000	  0.0000	  9.3698	240.0000	  0.0000	  0.0000	182.8571	  0.0000
  9.1553	105.7143	  0.0000	  0.0000	  9.3593	 48.5714	  0.0000	  0.0000	160.0000	  0.0000
  9.3820	 68.5714	  0.0000	  0.0000	  9.3576	 62.8571	  0.0000	  0.0000	 77.1429	  0.0000
  9.4517	 14.2857	  0.0000	  0.0000	  9.3872	 14.2857	  0.0000	  0.0000	 20.0000	  0.0000
  9.1204	 74.2857	  0.0000	  0.0000	  9.3890	  0.0000	  0.0000	  0.0000	 60.0000	  0.0000
  9.4430	 77.1429	  0.0000	  0.0000	 10.1336	 65.7143	  0.0000	  0.0000	 11.4286	  0.0000
 10.4370	 88.5714	  0.0000	  0.0000	 11.8670	 25.7143	  0.0000	  0.0000	  8.5714	  0.0000
 10.9863	 68.5714	  0.0000	  0.0000	 12.9918	 74.2857	  0.0000	  0.0000	  0.0000	  0.0000
 11.3002	 17.1429	  0.0000	  0.0000	 13.4678	 82.8571	  0.0000	  0.0000	  0.0000	  0.0000
 27.2304	 14.2857	  0.0000	  0.0000	 25.8667	 71.4286	  0.0000	  0.0000	  0.0000	  0.0000
442.8972	 11.4286	  0.0000	  0.0000	166.3191	100.0000	  0.0000	  0.0000	  0.0000	  0.0000
945.5654	  2.8571	  0.0000	  0.0000	192.8101	 74.2857	  0.0000	  0.0000	  0.0000	  0.0000
319.8068	 14.2857	  0.0000	  0.0000	192.8101	 77.1429	  0.0000	  0.0000	  0.0000	  0.0000
  0.0000	  0.0000	  0.0000	  0.0000	192.8101	 45.7143	  0.0000	  0.0000	  0.0000	  0.0000
 84.2111	  8.5714	  0.0000	  0.0000	192.8101	 25.7143	  0.0000	  0.0000	  0.0000	  0.0000
 65.1681	  2.8571	  0.0000	  0.0000	192.8101	 25.7143	  0.0000	  0.0000	  0.0000	  0.0000
  0.0000	  8.5714	  0.0000	  0.0000	190.4960	 42.8571	  0.0000	  0.0000	  0.0000	  0.0000
 32.0958	 14.2857	  0.0000	  0.0000	 54.9927	 31.4286	  0.0000	  0.0000	  0.0000	  0.0000
 22.3389	  8.5714	  0.0000	  0.0000	  7.0243	 31.4286	  0.0000	  0.0000	  0.0000	  0.0000
  0.2180	  2.8571	  0.0000	  0.0000	 33.3566	 25.7143	  0.0000	  0.0000	  0.0000	  0.0000
 17.0898	  2.8571	  0.0000	  0.0000	 13.7608	 42.8571	  0.0000	  0.0000	  0.0000	  0.0000
 13.0615	  0.0000	  0.0000	  0.0000	 12.5331	 20.0000	  0.0000	  0.0000	  0.0000	  0.0000
  4.8915	  2.8571	  0.0000	  0.0000	 19.7301	 17.1429	  0.0000	  0.0000	  0.0000	  0.0000
 12.1983	  0.0000	  0.0000	  0.0000	 13.9387	 34.2857	  0.0000	  0.0000	  0.0000	  0.0000
  9.7220	  0.0000	  0.0000	  0.0000	 14.4252	 17.1429	  0.0000	  0.0000	  2.8571	  0.0000
  7.2632	  0.0000	  0.0000	  0.0000	 16.1726	 20.0000	  0.0000	  0.0000	  0.0000	  0.0000
  9.7133	  0.0000	  0.0000	  0.0000	 14.6729	 25.7143	  0.0000	  0.0000	  0.0000	  0.0000
  9.1117	  0.0000	  0.0000	  0.0000	 15.2815	 20.0000	  0.0000	  0.0000	  0.0000	  0.0000
  8.7716	  0.0000	  0.0000	  0.0000	 15.7802	 42.8571	  0.0000	  0.0000	  0.0000	  0.0000
  9.8179	  2.8571	  0.0000	  0.0000	 15.1594	 37.1429	  0.0000	  0.0000	  0.0000	  0.0000
  9.7307	  0.0000	  0.0000	  0.0000	 15.2536	 31.4286	  0.0000	  0.0000	  0.0000	  0.0000
  9.7918	  0.0000	  0.0000	  0.0000	 15.4524	 37.1429	  0.0000	  0.0000	  0.0000	  0.0000
 10.2277	  0.0000	  0.0000	  0.0000	 15.4768	 40.0000	  0.0000	  0.0000	  0.0000	  0.0000
  9.9400	  0.0000	  0.0000	  0.0000	 15.7192	 22.8571	  0.0000	  0.0000	  0.0000	  0.0000
  9.7220	  2.8571	  0.0000	  0.0000	 15.6686	 34.2857	  0.0000	  0.0000	  0.0000	  0.0000
  9.5302	  2.8571	  0.0000	  0.0000	 15.5047	 20.0000	  0.0000	  0.0000	  0.0000	  0.0000
  9.0768	  2.8571	  0.0000	  0.0000	 15.5012	 20.0000	  0.0000	  0.0000	  0.0000	  0.0000
  8.7803	  0.0000	  0.0000	  0.0000	 15.4489	 17.1429	  0.0000	  0.0000	  0.0000	  0.0000
  8.6060	  0.0000	  0.0000	  0.0000	 15.5797	  8.5714	  0.0000	  0.0000	  0.0000	  0.0000
  8.6408	  0.0000	  0.0000	  0.0000	 15.8290	  5.7143	  0.0000	  0.0000	  0.0000	  0.0000
  8.8588	  0.0000	  0.0000	  0.0000	 15.9215	  8.5714	  0.0000	  0.0000	  0.0000	  0.0000
  9.1814	  0.0000	  0.0000	  0.0000	 16.1028	 17.1429	  0.0000	  0.0000	  0.0000	  0.0000
  9.4779	  0.0000	  0.0000	  0.0000	 16.3435	 14.2857	  0.0000	  0.0000	  0.0000	  0.0000
  9.7918	  2.8571	  0.0000	  0.0000	 16.2092	  8.5714	  0.0000	  0.0000	  0.0000	  0.0000
  9.9662	  2.8571	  0.0000	  0.0000	 16.1342	  5.7143	  0.0000	  0.0000	  0.0000	  0.0000
  9.9749	  0.0000	  0.0000	  0.0000	 16.2877	  8.5714	  0.0000	  0.0000	  0.0000	  0.0000
  9.7395	  0.0000	  0.0000	  0.0000	 16.2144	  2.8571	  0.0000	  0.0000	  0.0000	  0.0000
  9.5128	  0.0000	  0.0000	  0.0000	 16.0156	 20.0000	  0.0000	  0.0000	  0.0000	  0.0000
  9.2425	  0.0000	  0.0000	  0.0000	 15.8325	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000
  8.9634	  0.0000	  0.0000	  0.0000	 15.6930	  2.8571	  0.0000	  0.0000	  0.0000	  0.0000
  8.7367	  0.0000	  0.0000	  0.0000	 15.6686	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000
  8.8152	  0.0000	  0.0000	  0.0000	 15.7261	  8.5714	  0.0000	  0.0000	  0.0000	  0.0000
  8.9024	  0.0000	  0.0000	  0.0000	 15.6843	  8.5714	  0.0000	  0.0000	  0.0000	  0.0000
  9.1466	  0.0000	  0.0000	  0.0000	 15.6913	  2.8571	  0.0000	  0.0000	  0.0000	  0.0000
  9.3471	  0.0000	  0.0000	  0.0000	 15.6895	  5.7143	  0.0000	  0.0000	  0.0000	  0.0000
  9.4779	  0.0000	  0.0000	  0.0000	 15.5343	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000
  9.6087	  0.0000	  0.0000	  0.0000	 15.1838	  8.5714	  0.0000	  0.0000	  0.0000	  0.0000
  9.7831	  0.0000	  0.0000	  0.0000	 14.7932	  2.8571	  0.0000	  0.0000	  0.0000	  0.0000
  9.6784	  0.0000	  0.0000	  0.0000	 14.2386	  2.8571	  0.0000	  0.0000	  0.0000	  0.0000
  9.4953	  0.0000	  0.0000	  0.0000	 13.5620	  2.8571	  0.0000	  0.0000	  0.0000	  0.0000
  9.3209	  0.0000	  0.0000	  0.0000	 12.6430	  5.7143	  0.0000	  0.0000	  0.0000	  0.0000
  9.1291	  0.0000	  0.0000	  0.0000	 11.3944	  5.7143	  0.0000	  0.0000	  0.0000	  0.0000
  8.9547	  0.0000	  0.0000	  0.0000	 10.2696	  5.7143	  0.0000	  0.0000	  0.0000	  0.0000
  8.8763	  0.0000	  0.0000	  0.0000	  9.6749	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000
  9.0070	  0.0000	  0.0000	  0.0000	  9.4604	  5.7143	  0.0000	  0.0000	  0.0000	  0.0000
  9.1466	  0.0000	  0.0000	  0.0000	  9.4238	  5.7143	  0.0000	  0.0000	  0.0000	  0.0000
  9.2948	  0.0000	  0.0000	  0.0000	  9.4727	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000
  9.3994	  0.0000	  0.0000	  0.0000	  9.4796	  5.7143	  0.0000	  0.0000	  0.0000	  0.0000
  9.4604	  0.0000	  0.0000	  0.0000	  9.4343	  2.8571	  0.0000	  0.0000	  0.0000	  0.0000
  9.5302	  0.0000	  0.0000	  0.0000	  9.4727	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000
  9.5302	  0.0000	  0.0000	  0.0000	  9.5494	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000
  9.5040	  0.0000	  0.0000	  0.0000	  9.5616	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000
  9.4430	  0.0000	  0.0000	  0.0000	  9.4448	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000
  9.1466	  0.0000	  0.0000	  0.0000	  9.3227	  2.8571	  0.0000	  0.0000	  0.0000	  0.0000
  9.0245	  0.0000	  0.0000	  0.0000	  9.3262	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000
  9.0419	  0.0000	  0.0000	  0.0000	  9.3576	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000
  9.0419	  0.0000	  0.0000	  0.0000	  9.3349	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000
  9.1378	  0.0000	  0.0000	  0.0000	  9.3488	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000
  9.2599	  0.0000	  0.0000	  0.0000	  9.4221	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000
  9.3645	  0.0000	  0.0000	  0.0000	  9.4221	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000
  9.4517	  0.0000	  0.0000	  0.0000	  9.3977	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000
  9.5040	  0.0000	  0.0000	  0.0000	  9.4169	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000
  9.4692	  0.0000	  0.0000	  0.0000	  9.4238	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000
  9.4081	  0.0000	  0.0000	  0.0000	  9.4395	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000
  9.3384	  0.0000	  0.0000	  0.0000	  9.4221	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000
  9.2163	  0.0000	  0.0000	  0.0000	  9.3454	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000
  9.1117	  0.0000	  0.0000	  0.0000	  9.3070	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000
  9.0506	  0.0000	  0.0000	  0.0000	  9.3122	  5.7143	  0.0000	  0.0000	  0.0000	  0.0000
  9.1117	  0.0000	  0.0000	  0.0000	  9.3122	  2.8571	  0.0000	  0.0000	  0.0000	  0.0000
  9.1117	  0.0000	  0.0000	  0.0000	  9.3279	  2.8571	  0.0000	  0.0000	  0.0000	  0.0000
  9.2599	  0.0000	  0.0000	  0.0000	  9.3454	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000
  9.3471	  0.0000	  0.0000	  0.0000	  9.3802	  2.8571	  0.0000	  0.0000	  0.0000	  0.0000
  9.3733	  0.0000	  0.0000	  0.0000	  9.3924	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000
  9.3558	  0.0000	  0.0000	  0.0000	  9.3924	  2.8571	  0.0000	  0.0000	  0.0000	  0.0000
  9.3907	  0.0000	  0.0000	  0.0000	  9.3872	  2.8571	  0.0000	  0.0000	  0.0000	  0.0000
