R18B0723.025577
U-C_VOL_ 07/11/2018 23:02:54 07/11/2018 23:02:54 0170 23.7534 38.0631 -0.8 112.0 15.0 1013.0
24.0 112.0 88.0  00.0 -10.0 00.2  00.0
0000014 0020 0000014 0000 10
1 0 1 16380 1 0780 3.75 00355.p 0 0 09 000 12 000014 0.500 BT0
1 1 1 16380 1 0780 3.75 00355.p 0 0 00 000 00 000014 4.3651 BC0
1 0 1 16380 1 0780 3.75 00355.p 0 0 09 000 12 000014 0.500 BT0
1 1 1 16380 1 0780 3.75 00355.p 0 0 00 000 00 000014 4.3651 BC0
1 0 1 16380 1 0780 3.75 00355.s 0 0 09 000 12 000014 0.100 BT1
1 1 1 16380 1 0780 3.75 00355.s 0 0 00 000 00 000014 4.3651 BC1
1 0 1 16380 1 0780 3.75 00355.s 0 0 09 000 12 000014 0.100 BT1
1 1 1 16380 1 0780 3.75 00355.s 0 0 00 000 00 000014 4.3651 BC1
1 1 2 16380 1 0850 3.75 00387.o 0 0 00 000 00 000014 4.3651 BC2
1 1 2 16380 1 0850 3.75 00387.o 0 0 00 000 00 000014 4.3651 BC2
355.000 .p analog 0 	355.000 .p photon 0 	355.000 .p analog 0 	355.000 .p photon 0 	355.000 .s analog 1 	355.000 .s photon 1 	355.000 .s analog 1 	355.000 .s photon 1 	387.000 .o photon 2 	387.000 .o photon 2 
  9.5651	 54.2857	  0.0000	  0.0000	  9.7098	125.7143	  0.0000	  0.0000	 60.0000	  0.0000
  9.4953	100.0000	  0.0000	  0.0000	  9.7098	151.4286	  0.0000	  0.0000	100.0000	  0.0000
  9.4604	 97.1429	  0.0000	  0.0000	  9.7151	154.2857	  0.0000	  0.0000	100.0000	  0.0000
  9.5302	 97.1429	  0.0000	  0.0000	  9.7151	182.8571	  0.0000	  0.0000	117.1429	  0.0000
  9.5215	125.7143	  0.0000	  0.0000	  9.6959	248.5714	  0.0000	  0.0000	160.0000	  0.0000
  9.3645	242.8571	  0.0000	  0.0000	  9.7133	285.7143	  0.0000	  0.0000	242.8571	  0.0000
  9.6697	217.1429	  0.0000	  0.0000	  9.7081	148.5714	  0.0000	  0.0000	245.7143	  0.0000
  9.6610	 51.4286	  0.0000	  0.0000	  9.7203	 11.4286	  0.0000	  0.0000	 91.4286	  0.0000
  9.3558	 45.7143	  0.0000	  0.0000	  9.7116	 68.5714	  0.0000	  0.0000	 37.1429	  0.0000
  9.7395	 62.8571	  0.0000	  0.0000	 10.2661	  2.8571	  0.0000	  0.0000	 82.8571	  0.0000
 11.0299	 77.1429	  0.0000	  0.0000	 11.9489	 11.4286	  0.0000	  0.0000	 34.2857	  0.0000
 11.7362	 88.5714	  0.0000	  0.0000	 13.3004	 88.5714	  0.0000	  0.0000	 82.8571	  0.0000
 11.7972	100.0000	  0.0000	  0.0000	 13.6126	 51.4286	  0.0000	  0.0000	108.5714	  0.0000
 12.2506	 65.7143	  0.0000	  0.0000	 15.1507	 60.0000	  0.0000	  0.0000	 14.2857	  0.0000
 18.3018	 91.4286	  0.0000	  0.0000	 26.1876	128.5714	  0.0000	  0.0000	  0.0000	  0.0000
325.2302	 31.4286	  0.0000	  0.0000	118.8564	 97.1429	  0.0000	  0.0000	  0.0000	  0.0000
992.1700	 20.0000	  0.0000	  0.0000	199.9512	134.2857	  0.0000	  0.0000	  0.0000	  0.0000
999.0409	 14.2857	  0.0000	  0.0000	199.9512	122.8571	  0.0000	  0.0000	  0.0000	  0.0000
200.6574	 17.1429	  0.0000	  0.0000	199.9512	 91.4286	  0.0000	  0.0000	  0.0000	  0.0000
 11.4572	 14.2857	  0.0000	  0.0000	199.9512	 82.8571	  0.0000	  0.0000	  5.7143	  0.0000
240.3739	 17.1429	  0.0000	  0.0000	199.9512	102.8571	  0.0000	  0.0000	  0.0000	  0.0000
 21.5018	 11.4286	  0.0000	  0.0000	199.9512	 71.4286	  0.0000	  0.0000	  0.0000	  0.0000
  4.6735	 14.2857	  0.0000	  0.0000	199.9512	 80.0000	  0.0000	  0.0000	  0.0000	  0.0000
 81.0198	 14.2857	  0.0000	  0.0000	109.2041	 77.1429	  0.0000	  0.0000	  2.8571	  0.0000
  7.2545	  5.7143	  0.0000	  0.0000	  8.6077	 68.5714	  0.0000	  0.0000	  2.8571	  0.0000
  4.3597	  2.8571	  0.0000	  0.0000	 48.3869	 68.5714	  0.0000	  0.0000	  0.0000	  0.0000
 30.3432	 17.1429	  0.0000	  0.0000	 17.8362	 71.4286	  0.0000	  0.0000	  0.0000	  0.0000
  4.2986	  8.5714	  0.0000	  0.0000	  9.8040	 77.1429	  0.0000	  0.0000	  0.0000	  0.0000
  6.3128	 11.4286	  0.0000	  0.0000	 24.9878	 71.4286	  0.0000	  0.0000	  0.0000	  0.0000
 15.5029	  2.8571	  0.0000	  0.0000	 16.2441	122.8571	  0.0000	  0.0000	  0.0000	  0.0000
  7.0278	 11.4286	  0.0000	  0.0000	 15.2082	 97.1429	  0.0000	  0.0000	  0.0000	  0.0000
  8.6060	  5.7143	  0.0000	  0.0000	 18.8407	120.0000	  0.0000	  0.0000	  0.0000	  0.0000
 11.5269	 17.1429	  0.0000	  0.0000	 15.9877	 91.4286	  0.0000	  0.0000	  0.0000	  0.0000
  9.1291	  5.7143	  0.0000	  0.0000	 16.2912	108.5714	  0.0000	  0.0000	  0.0000	  0.0000
 10.1493	  2.8571	  0.0000	  0.0000	 17.4805	122.8571	  0.0000	  0.0000	  0.0000	  0.0000
 10.9776	 11.4286	  0.0000	  0.0000	 16.5789	120.0000	  0.0000	  0.0000	  0.0000	  0.0000
 10.2103	  8.5714	  0.0000	  0.0000	 16.7446	140.0000	  0.0000	  0.0000	  0.0000	  0.0000
 10.4893	  2.8571	  0.0000	  0.0000	 17.2433	140.0000	  0.0000	  0.0000	  0.0000	  0.0000
 10.3673	  5.7143	  0.0000	  0.0000	 17.1980	 91.4286	  0.0000	  0.0000	  0.0000	  0.0000
  9.6610	  5.7143	  0.0000	  0.0000	 17.6426	117.1429	  0.0000	  0.0000	  0.0000	  0.0000
  9.5476	  5.7143	  0.0000	  0.0000	 17.6113	 97.1429	  0.0000	  0.0000	  0.0000	  0.0000
  9.2512	  5.7143	  0.0000	  0.0000	 17.2538	 77.1429	  0.0000	  0.0000	  0.0000	  0.0000
  8.9809	  2.8571	  0.0000	  0.0000	 17.2259	 88.5714	  0.0000	  0.0000	  2.8571	  0.0000
  9.0070	  0.0000	  0.0000	  0.0000	 17.5398	 80.0000	  0.0000	  0.0000	  0.0000	  0.0000
  9.3209	  5.7143	  0.0000	  0.0000	 17.9949	 80.0000	  0.0000	  0.0000	  0.0000	  0.0000
  9.6436	  0.0000	  0.0000	  0.0000	 18.3820	 77.1429	  0.0000	  0.0000	  0.0000	  0.0000
 10.0185	  5.7143	  0.0000	  0.0000	 18.5704	 60.0000	  0.0000	  0.0000	  0.0000	  0.0000
 10.2539	  0.0000	  0.0000	  0.0000	 18.5059	 45.7143	  0.0000	  0.0000	  0.0000	  0.0000
 10.3847	  0.0000	  0.0000	  0.0000	 18.0350	 51.4286	  0.0000	  0.0000	  0.0000	  0.0000
 10.4283	  5.7143	  0.0000	  0.0000	 17.8345	 60.0000	  0.0000	  0.0000	  0.0000	  0.0000
 10.2452	  0.0000	  0.0000	  0.0000	 17.9147	 37.1429	  0.0000	  0.0000	  0.0000	  0.0000
  9.8354	  0.0000	  0.0000	  0.0000	 17.7002	 68.5714	  0.0000	  0.0000	  0.0000	  0.0000
  9.4779	  0.0000	  0.0000	  0.0000	 17.5764	 40.0000	  0.0000	  0.0000	  0.0000	  0.0000
  9.2861	  0.0000	  0.0000	  0.0000	 17.4909	 37.1429	  0.0000	  0.0000	  0.0000	  0.0000
  9.1117	  5.7143	  0.0000	  0.0000	 17.3009	 40.0000	  0.0000	  0.0000	  0.0000	  0.0000
  9.0768	  0.0000	  0.0000	  0.0000	 17.2154	 45.7143	  0.0000	  0.0000	  0.0000	  0.0000
  9.2076	  0.0000	  0.0000	  0.0000	 17.1648	 48.5714	  0.0000	  0.0000	  0.0000	  0.0000
  9.3907	  0.0000	  0.0000	  0.0000	 17.0340	 28.5714	  0.0000	  0.0000	  0.0000	  0.0000
  9.6610	  5.7143	  0.0000	  0.0000	 17.1439	 17.1429	  0.0000	  0.0000	  0.0000	  0.0000
  9.8441	  0.0000	  0.0000	  0.0000	 17.2642	 14.2857	  0.0000	  0.0000	  0.0000	  0.0000
  9.9749	  2.8571	  0.0000	  0.0000	 17.1456	 28.5714	  0.0000	  0.0000	  0.0000	  0.0000
 10.0446	  2.8571	  0.0000	  0.0000	 17.1962	 22.8571	  0.0000	  0.0000	  0.0000	  0.0000
  9.9574	  2.8571	  0.0000	  0.0000	 17.0009	 20.0000	  0.0000	  0.0000	  0.0000	  0.0000
  9.8703	  0.0000	  0.0000	  0.0000	 16.4080	 37.1429	  0.0000	  0.0000	  0.0000	  0.0000
  9.6174	  0.0000	  0.0000	  0.0000	 15.9581	 11.4286	  0.0000	  0.0000	  0.0000	  0.0000
  9.3209	  0.0000	  0.0000	  0.0000	 15.6267	 22.8571	  0.0000	  0.0000	  0.0000	  0.0000
  9.2512	  0.0000	  0.0000	  0.0000	 15.1036	  5.7143	  0.0000	  0.0000	  0.0000	  0.0000
  9.2773	  0.0000	  0.0000	  0.0000	 14.5473	 11.4286	  0.0000	  0.0000	  0.0000	  0.0000
  9.2861	  2.8571	  0.0000	  0.0000	 13.7591	 14.2857	  0.0000	  0.0000	  0.0000	  0.0000
  9.4430	  0.0000	  0.0000	  0.0000	 12.6134	  5.7143	  0.0000	  0.0000	  0.0000	  0.0000
  9.5912	  0.0000	  0.0000	  0.0000	 11.5339	 17.1429	  0.0000	  0.0000	  0.0000	  0.0000
  9.7395	  0.0000	  0.0000	  0.0000	 10.8119	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000
  9.7743	  2.8571	  0.0000	  0.0000	 10.4335	  8.5714	  0.0000	  0.0000	  0.0000	  0.0000
  9.8267	  0.0000	  0.0000	  0.0000	 10.2905	  8.5714	  0.0000	  0.0000	  0.0000	  0.0000
  9.8528	  2.8571	  0.0000	  0.0000	 10.0987	  5.7143	  0.0000	  0.0000	  0.0000	  0.0000
  9.8092	  0.0000	  0.0000	  0.0000	  9.9418	  5.7143	  0.0000	  0.0000	  0.0000	  0.0000
  9.5825	  0.0000	  0.0000	  0.0000	  9.8633	  2.8571	  0.0000	  0.0000	  0.0000	  0.0000
  9.4779	  0.0000	  0.0000	  0.0000	  9.8371	  5.7143	  0.0000	  0.0000	  0.0000	  0.0000
  9.3122	  0.0000	  0.0000	  0.0000	  9.8057	 11.4286	  0.0000	  0.0000	  0.0000	  0.0000
  9.2599	  0.0000	  0.0000	  0.0000	  9.7255	 17.1429	  0.0000	  0.0000	  0.0000	  0.0000
  9.2599	  0.0000	  0.0000	  0.0000	  9.7639	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000
  9.3994	  0.0000	  0.0000	  0.0000	  9.7988	  5.7143	  0.0000	  0.0000	  0.0000	  0.0000
  9.5128	  0.0000	  0.0000	  0.0000	  9.7883	  8.5714	  0.0000	  0.0000	  0.0000	  0.0000
  9.6610	  0.0000	  0.0000	  0.0000	  9.8755	  2.8571	  0.0000	  0.0000	  0.0000	  0.0000
  9.7307	  0.0000	  0.0000	  0.0000	  9.8894	  2.8571	  0.0000	  0.0000	  0.0000	  0.0000
  9.7482	  0.0000	  0.0000	  0.0000	  9.7796	 14.2857	  0.0000	  0.0000	  0.0000	  0.0000
  9.7307	  0.0000	  0.0000	  0.0000	  9.7918	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000
  9.7220	  2.8571	  0.0000	  0.0000	  9.8598	  5.7143	  0.0000	  0.0000	  0.0000	  0.0000
  9.7395	  0.0000	  0.0000	  0.0000	  9.8441	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000
  9.5912	  0.0000	  0.0000	  0.0000	  9.8580	 11.4286	  0.0000	  0.0000	  0.0000	  0.0000
  9.4779	  0.0000	  0.0000	  0.0000	  9.7342	  5.7143	  0.0000	  0.0000	  0.0000	  0.0000
  9.3645	  0.0000	  0.0000	  0.0000	  9.6436	  2.8571	  0.0000	  0.0000	  0.0000	  0.0000
  9.3645	  0.0000	  0.0000	  0.0000	  9.7273	  5.7143	  0.0000	  0.0000	  0.0000	  0.0000
  9.3820	  0.0000	  0.0000	  0.0000	  9.7238	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000
  9.4779	  0.0000	  0.0000	  0.0000	  9.7325	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000
  9.5738	  0.0000	  0.0000	  0.0000	  9.8563	  2.8571	  0.0000	  0.0000	  0.0000	  0.0000
  9.6872	  0.0000	  0.0000	  0.0000	  9.7970	  2.8571	  0.0000	  0.0000	  0.0000	  0.0000
  9.7307	  0.0000	  0.0000	  0.0000	  9.7185	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000
  9.7569	  0.0000	  0.0000	  0.0000	  9.7866	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000
  9.7395	  0.0000	  0.0000	  0.0000	  9.8563	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000
  9.6610	  0.0000	  0.0000	  0.0000	  9.8319	  2.8571	  0.0000	  0.0000	  0.0000	  0.0000
  9.5564	  0.0000	  0.0000	  0.0000	  9.7621	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000
  9.4866	  0.0000	  0.0000	  0.0000	  9.6906	  2.8571	  0.0000	  0.0000	  0.0000	  0.0000
  9.3645	  0.0000	  0.0000	  0.0000	  9.6645	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000
  9.4256	  0.0000	  0.0000	  0.0000	  9.6558	  5.7143	  0.0000	  0.0000	  0.0000	  0.0000
  9.5302	  0.0000	  0.0000	  0.0000	  9.6575	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000
  9.5564	  0.0000	  0.0000	  0.0000	  9.6872	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000
  9.6261	  0.0000	  0.0000	  0.0000	  9.7151	  5.7143	  0.0000	  0.0000	  0.0000	  0.0000
  9.6436	  0.0000	  0.0000	  0.0000	  9.7151	  2.8571	  0.0000	  0.0000	  0.0000	  0.0000
  9.6959	  0.0000	  0.0000	  0.0000	  9.7534	  5.7143	  0.0000	  0.0000	  0.0000	  0.0000
  9.7046	  0.0000	  0.0000	  0.0000	  9.7586	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000
  9.6610	  0.0000	  0.0000	  0.0000	  9.7238	  2.8571	  0.0000	  0.0000	  0.0000	  0.0000
  9.6000	  0.0000	  0.0000	  0.0000	  9.7168	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000
  9.5912	  0.0000	  0.0000	  0.0000	  9.7395	  2.8571	  0.0000	  0.0000	  0.0000	  0.0000
  9.5128	  0.0000	  0.0000	  0.0000	  9.7377	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000
  9.4517	  0.0000	  0.0000	  0.0000	  9.6767	  2.8571	  0.0000	  0.0000	  0.0000	  0.0000
  9.5215	  0.0000	  0.0000	  0.0000	  9.6610	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000
  9.4430	  0.0000	  0.0000	  0.0000	  9.7203	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000
  9.5128	  0.0000	  0.0000	  0.0000	  9.7255	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000
  9.5476	  0.0000	  0.0000	  0.0000	  9.7482	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000
  9.5738	  0.0000	  0.0000	  0.0000	  9.7395	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000
  9.6261	  0.0000	  0.0000	  0.0000	  9.7412	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000
  9.6348	  0.0000	  0.0000	  0.0000	  9.7412	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000
  9.6872	  0.0000	  0.0000	  0.0000	  9.7360	  2.8571	  0.0000	  0.0000	  0.0000	  0.0000
  9.6174	  0.0000	  0.0000	  0.0000	  9.7273	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000
  9.6087	  0.0000	  0.0000	  0.0000	  9.7220	  2.8571	  0.0000	  0.0000	  0.0000	  0.0000
  9.5912	  0.0000	  0.0000	  0.0000	  9.7063	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000
  9.5651	  0.0000	  0.0000	  0.0000	  9.6837	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000
  9.5128	  0.0000	  0.0000	  0.0000	  9.6819	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000
  9.5215	  0.0000	  0.0000	  0.0000	  9.6749	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000
  9.5651	  0.0000	  0.0000	  0.0000	  9.6592	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000
  9.6348	  0.0000	  0.0000	  0.0000	  9.6924	  2.8571	  0.0000	  0.0000	  0.0000	  0.0000
  9.6000	  0.0000	  0.0000	  0.0000	  9.7151	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000
  9.6087	  0.0000	  0.0000	  0.0000	  9.7081	  2.8571	  0.0000	  0.0000	  0.0000	  0.0000
  9.6261	  0.0000	  0.0000	  0.0000	  9.7412	  2.8571	  0.0000	  0.0000	  0.0000	  0.0000
  9.6436	  0.0000	  0.0000	  0.0000	  9.7464	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000
  9.6261	  0.0000	  0.0000	  0.0000	  9.7185	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000
  9.5564	  0.0000	  0.0000	  0.0000	  9.6924	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000
  9.5825	  0.0000	  0.0000	  0.0000	  9.6819	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000
  9.6000	  0.0000	  0.0000	  0.0000	  9.6941	  2.8571	  0.0000	  0.0000	  0.0000	  0.0000
  9.5040	  0.0000	  0.0000	  0.0000	  9.6767	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000
  9.5040	  0.0000	  0.0000	  0.0000	  9.6941	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000
  9.5302	  0.0000	  0.0000	  0.0000	  9.6994	  2.8571	  0.0000	  0.0000	  0.0000	  0.0000
  9.5040	  0.0000	  0.0000	  0.0000	  9.6976	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000
  9.5912	  0.0000	  0.0000	  0.0000	  9.7011	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000
  9.6523	  0.0000	  0.0000	  0.0000	  9.7238	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000
  9.6872	  0.0000	  0.0000	  0.0000	  9.7255	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000
  9.5825	  0.0000	  0.0000	  0.0000	  9.7203	  2.8571	  0.0000	  0.0000	  0.0000	  0.0000
  9.5476	  0.0000	  0.0000	  0.0000	  9.7168	  5.7143	  0.0000	  0.0000	  0.0000	  0.0000
  9.5389	  0.0000	  0.0000	  0.0000	  9.7238	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000
  9.6261	  2.8571	  0.0000	  0.0000	  9.6976	  2.8571	  0.0000	  0.0000	  0.0000	  0.0000
  9.5651	  0.0000	  0.0000	  0.0000	  9.6872	  2.8571	  0.0000	  0.0000	  0.0000	  0.0000
  9.4953	  0.0000	  0.0000	  0.0000	  9.6889	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000
  9.4604	  0.0000	  0.0000	  0.0000	  9.6854	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000
  9.5825	  0.0000	  0.0000	  0.0000	  9.6802	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000
  9.6087	  0.0000	  0.0000	  0.0000	  9.6906	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000
  9.5215	  0.0000	  0.0000	  0.0000	  9.7133	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000
  9.5738	  0.0000	  0.0000	  0.0000	  9.7290	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000
  9.6000	  0.0000	  0.0000	  0.0000	  9.7273	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000
  9.7307	  0.0000	  0.0000	  0.0000	  9.7116	  2.8571	  0.0000	  0.0000	  0.0000	  0.0000
  9.7395	  0.0000	  0.0000	  0.0000	  9.7464	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000
  9.5738	  0.0000	  0.0000	  0.0000	  9.7586	  5.7143	  0.0000	  0.0000	  0.0000	  0.0000
  9.5738	  0.0000	  0.0000	  0.0000	  9.7151	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000
  9.5389	  0.0000	  0.0000	  0.0000	  9.6889	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000
  9.5476	  0.0000	  0.0000	  0.0000	  9.6854	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000
  9.5389	  0.0000	  0.0000	  0.0000	  9.6819	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000
  9.4953	  0.0000	  0.0000	  0.0000	  9.6819	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000
  9.5476	  0.0000	  0.0000	  0.0000	  9.7011	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000
  9.5912	  0.0000	  0.0000	  0.0000	  9.6872	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000
  9.5389	  0.0000	  0.0000	  0.0000	  9.7081	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000
  9.6174	  0.0000	  0.0000	  0.0000	  9.7325	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000
  9.6261	  0.0000	  0.0000	  0.0000	  9.7534	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000
  9.6261	  0.0000	  0.0000	  0.0000	  9.7342	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000
  9.6174	  0.0000	  0.0000	  0.0000	  9.6924	  2.8571	  0.0000	  0.0000	  0.0000	  0.0000
  9.5825	  0.0000	  0.0000	  0.0000	  9.7028	  5.7143	  0.0000	  0.0000	  0.0000	  0.0000
  9.5389	  0.0000	  0.0000	  0.0000	  9.7168	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000
  9.5825	  0.0000	  0.0000	  0.0000	  9.7185	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000
  9.5825	  0.0000	  0.0000	  0.0000	  9.6906	  2.8571	  0.0000	  0.0000	  0.0000	  0.0000
  9.5302	  0.0000	  0.0000	  0.0000	  9.6732	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000
  9.5912	  0.0000	  0.0000	  0.0000	  9.6906	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000
  9.5912	  0.0000	  0.0000	  0.0000	  9.7063	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000
  9.5564	  0.0000	  0.0000	  0.0000	  9.7238	  2.8571	  0.0000	  0.0000	  0.0000	  0.0000
  9.5564	  0.0000	  0.0000	  0.0000	  9.7238	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000
  9.6087	  0.0000	  0.0000	  0.0000	  9.7290	  2.8571	  0.0000	  0.0000	  0.0000	  0.0000
  9.5738	  0.0000	  0.0000	  0.0000	  9.7325	  2.8571	  0.0000	  0.0000	  0.0000	  0.0000
  9.5476	  0.0000	  0.0000	  0.0000	  9.7273	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000
  9.6087	  0.0000	  0.0000	  0.0000	  9.7098	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000
  9.6697	  0.0000	  0.0000	  0.0000	  9.7203	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000
  9.6261	  0.0000	  0.0000	  0.0000	  9.7081	  2.8571	  0.0000	  0.0000	  0.0000	  0.0000
  9.5738	  0.0000	  0.0000	  0.0000	  9.6941	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000
  9.5825	  2.8571	  0.0000	  0.0000	  9.7011	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000
  9.5825	  0.0000	  0.0000	  0.0000	  9.7273	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000
  9.5651	  0.0000	  0.0000	  0.0000	  9.7116	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000
  9.6087	  0.0000	  0.0000	  0.0000	  9.7151	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000
  9.5651	  0.0000	  0.0000	  0.0000	  9.7133	  2.8571	  0.0000	  0.0000	  0.0000	  0.0000
  9.5912	  0.0000	  0.0000	  0.0000	  9.7098	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000
  9.6261	  0.0000	  0.0000	  0.0000	  9.7046	  2.8571	  0.0000	  0.0000	  0.0000	  0.0000
  9.5651	  0.0000	  0.0000	  0.0000	  9.7255	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000
