R18B0721.590778
U-C_VOL_ 07/11/2018 21:59:06 07/11/2018 21:59:06 0170 23.7534 38.0631 -3.6 24.0 15.0 1013.0
24.0 112.0 88.0  00.0 -10.0 00.2  00.0
0000014 0020 0000014 0000 10
1 0 1 16380 1 0780 3.75 00355.p 0 0 09 000 12 000014 0.500 BT0
1 1 1 16380 1 0780 3.75 00355.p 0 0 00 000 00 000014 4.3651 BC0
1 0 1 16380 1 0780 3.75 00355.p 0 0 09 000 12 000013 0.500 BT0
1 1 1 16380 1 0780 3.75 00355.p 0 0 00 000 00 000013 4.3651 BC0
1 0 1 16380 1 0780 3.75 00355.s 0 0 09 000 12 000014 0.100 BT1
1 1 1 16380 1 0780 3.75 00355.s 0 0 00 000 00 000014 4.3651 BC1
1 0 1 16380 1 0780 3.75 00355.s 0 0 09 000 12 000013 0.100 BT1
1 1 1 16380 1 0780 3.75 00355.s 0 0 00 000 00 000013 4.3651 BC1
1 1 2 16380 1 0850 3.75 00387.o 0 0 00 000 00 000014 4.3651 BC2
1 1 2 16380 1 0850 3.75 00387.o 0 0 00 000 00 000013 4.3651 BC2
355.000 .p analog 0 	355.000 .p photon 0 	355.000 .p analog 0 	355.000 .p photon 0 	355.000 .s analog 1 	355.000 .s photon 1 	355.000 .s analog 1 	355.000 .s photon 1 	387.000 .o photon 2 	387.000 .o photon 2 
  9.0506	 60.0000	  0.0000	  0.0000	  9.3436	120.0000	  0.0000	  0.0000	 62.8571	  0.0000
  9.0594	 88.5714	  0.0000	  0.0000	  9.3488	148.5714	  0.0000	  0.0000	 97.1429	  0.0000
  9.0768	 77.1429	  0.0000	  0.0000	  9.3419	208.5714	  0.0000	  0.0000	 97.1429	  0.0000
  9.0419	105.7143	  0.0000	  0.0000	  9.3314	162.8571	  0.0000	  0.0000	 85.7143	  0.0000
  9.1030	100.0000	  0.0000	  0.0000	  9.3419	197.1429	  0.0000	  0.0000	140.0000	  0.0000
  9.0855	131.4286	  0.0000	  0.0000	  9.3471	268.5714	  0.0000	  0.0000	240.0000	  0.0000
  9.2250	237.1429	  0.0000	  0.0000	  9.3297	280.0000	  0.0000	  0.0000	248.5714	  0.0000
  9.3035	260.0000	  0.0000	  0.0000	  9.3506	254.2857	  0.0000	  0.0000	280.0000	  0.0000
  9.1030	231.4286	  0.0000	  0.0000	  9.4029	280.0000	  0.0000	  0.0000	285.7143	  0.0000
  9.4169	294.2857	  0.0000	  0.0000	 10.0133	280.0000	  0.0000	  0.0000	271.4286	  0.0000
 10.3585	274.2857	  0.0000	  0.0000	 11.6490	274.2857	  0.0000	  0.0000	262.8571	  0.0000
 10.6899	277.1429	  0.0000	  0.0000	 12.9551	262.8571	  0.0000	  0.0000	277.1429	  0.0000
 10.6288	268.5714	  0.0000	  0.0000	 13.6056	280.0000	  0.0000	  0.0000	277.1429	  0.0000
 11.2653	282.8571	  0.0000	  0.0000	 14.7635	282.8571	  0.0000	  0.0000	285.7143	  0.0000
 12.5645	271.4286	  0.0000	  0.0000	 20.4259	288.5714	  0.0000	  0.0000	260.0000	  0.0000
 18.1536	265.7143	  0.0000	  0.0000	 39.6694	265.7143	  0.0000	  0.0000	271.4286	  0.0000
 32.6538	262.8571	  0.0000	  0.0000	 74.7314	285.7143	  0.0000	  0.0000	291.4286	  0.0000
 54.8793	282.8571	  0.0000	  0.0000	119.3586	291.4286	  0.0000	  0.0000	268.5714	  0.0000
 76.1457	291.4286	  0.0000	  0.0000	168.4989	257.1429	  0.0000	  0.0000	291.4286	  0.0000
 93.0873	260.0000	  0.0000	  0.0000	191.7411	297.1429	  0.0000	  0.0000	277.1429	  0.0000
109.1919	291.4286	  0.0000	  0.0000	192.8101	280.0000	  0.0000	  0.0000	277.1429	  0.0000
118.3820	251.4286	  0.0000	  0.0000	192.8101	248.5714	  0.0000	  0.0000	248.5714	  0.0000
126.3864	280.0000	  0.0000	  0.0000	192.8101	302.8571	  0.0000	  0.0000	294.2857	  0.0000
132.8997	260.0000	  0.0000	  0.0000	192.8101	277.1429	  0.0000	  0.0000	282.8571	  0.0000
131.8098	277.1429	  0.0000	  0.0000	192.8101	274.2857	  0.0000	  0.0000	260.0000	  0.0000
134.2425	262.8571	  0.0000	  0.0000	192.8101	282.8571	  0.0000	  0.0000	282.8571	  0.0000
140.5988	265.7143	  0.0000	  0.0000	192.8101	280.0000	  0.0000	  0.0000	245.7143	  0.0000
138.8463	268.5714	  0.0000	  0.0000	192.8101	300.0000	  0.0000	  0.0000	268.5714	  0.0000
134.6871	288.5714	  0.0000	  0.0000	192.8101	268.5714	  0.0000	  0.0000	260.0000	  0.0000
134.6871	271.4286	  0.0000	  0.0000	192.8101	271.4286	  0.0000	  0.0000	274.2857	  0.0000
136.1520	280.0000	  0.0000	  0.0000	192.8101	268.5714	  0.0000	  0.0000	257.1429	  0.0000
133.3618	254.2857	  0.0000	  0.0000	192.8101	274.2857	  0.0000	  0.0000	251.4286	  0.0000
128.7755	271.4286	  0.0000	  0.0000	192.8101	277.1429	  0.0000	  0.0000	254.2857	  0.0000
127.5635	282.8571	  0.0000	  0.0000	192.8101	282.8571	  0.0000	  0.0000	265.7143	  0.0000
123.5439	262.8571	  0.0000	  0.0000	192.8101	274.2857	  0.0000	  0.0000	282.8571	  0.0000
117.6235	242.8571	  0.0000	  0.0000	192.8101	274.2857	  0.0000	  0.0000	271.4286	  0.0000
113.6998	260.0000	  0.0000	  0.0000	192.8101	262.8571	  0.0000	  0.0000	254.2857	  0.0000
111.1537	260.0000	  0.0000	  0.0000	192.8101	274.2857	  0.0000	  0.0000	265.7143	  0.0000
110.6131	274.2857	  0.0000	  0.0000	192.8101	265.7143	  0.0000	  0.0000	271.4286	  0.0000
108.3897	300.0000	  0.0000	  0.0000	192.5206	254.2857	  0.0000	  0.0000	268.5714	  0.0000
104.6317	251.4286	  0.0000	  0.0000	192.7577	274.2857	  0.0000	  0.0000	282.8571	  0.0000
100.3680	280.0000	  0.0000	  0.0000	191.5527	265.7143	  0.0000	  0.0000	240.0000	  0.0000
 94.6917	262.8571	  0.0000	  0.0000	188.7974	288.5714	  0.0000	  0.0000	277.1429	  0.0000
 89.2683	280.0000	  0.0000	  0.0000	185.9898	268.5714	  0.0000	  0.0000	265.7143	  0.0000
